amount,transaction_type,merchant_category,location,device_used,is_fraud
5.48,transfer,entertainment,New York,mobile,False
29.26,transfer,entertainment,Tokyo,mobile,False
1205.28,deposit,entertainment,Tokyo,atm,False
10.94,transfer,entertainment,New York,atm,False
1273.31,deposit,online,Tokyo,mobile,False
888.89,deposit,online,New York,mobile,False
1228.39,deposit,online,Tokyo,mobile,False
10.14,transfer,online,Tokyo,mobile,False
52.46,transfer,entertainment,Tokyo,atm,False
17.2,transfer,online,New York,mobile,False
24.31,transfer,online,Tokyo,atm,False
1957.79,deposit,online,New York,atm,False
77.5,transfer,entertainment,Tokyo,atm,False
955.59,deposit,online,New York,mobile,False
23.61,transfer,entertainment,New York,atm,False
1041.19,deposit,online,New York,atm,False
7.18,transfer,entertainment,Tokyo,mobile,False
30.96,transfer,entertainment,New York,atm,False
26.08,transfer,entertainment,Tokyo,atm,False
1813.59,deposit,online,Tokyo,atm,False
7.41,transfer,online,Tokyo,mobile,False
64.37,transfer,online,New York,mobile,False
1503.33,deposit,online,New York,mobile,False
28.46,transfer,entertainment,New York,mobile,False
24.02,transfer,online,New York,atm,False
849.05,deposit,online,New York,atm,False
41.96,transfer,entertainment,New York,atm,False
1149.93,deposit,entertainment,Tokyo,atm,False
54.2,transfer,online,Tokyo,atm,False
95.7,transfer,online,Tokyo,mobile,False
16.92,transfer,entertainment,New York,atm,False
6.03,transfer,entertainment,Tokyo,mobile,False
18.51,transfer,entertainment,New York,mobile,False
1407.86,deposit,online,Tokyo,mobile,False
10.21,transfer,entertainment,Tokyo,atm,False
9.32,transfer,entertainment,New York,atm,False
974.04,deposit,entertainment,New York,mobile,False
1288.38,deposit,online,New York,mobile,False
1137.38,deposit,online,New York,mobile,False
1107.81,deposit,online,Tokyo,atm,False
10.21,transfer,online,Tokyo,atm,False
746.44,deposit,online,Tokyo,mobile,False
1106.83,deposit,entertainment,New York,mobile,False
37.04,transfer,online,Tokyo,atm,False
1609.72,deposit,online,New York,mobile,False
1044.97,deposit,entertainment,New York,atm,False
69.75,transfer,entertainment,Tokyo,mobile,False
582.21,deposit,entertainment,Tokyo,mobile,False
1028.91,deposit,entertainment,New York,mobile,False
1402.84,deposit,online,Tokyo,mobile,False
14.87,transfer,entertainment,New York,atm,False
790.94,deposit,online,Tokyo,atm,False
25.51,transfer,entertainment,New York,atm,False
44.1,transfer,online,Tokyo,atm,False
8.91,transfer,online,New York,mobile,False
90.09,transfer,entertainment,New York,mobile,False
232.32,deposit,online,Tokyo,mobile,False
647.41,deposit,online,New York,mobile,False
49.03,transfer,entertainment,New York,atm,False
6.58,transfer,online,Tokyo,atm,False
391.91,deposit,entertainment,New York,atm,False
10.86,transfer,online,New York,atm,False
6.21,transfer,online,Tokyo,atm,False
991.16,deposit,entertainment,New York,mobile,False
15.57,transfer,online,Tokyo,atm,False
26.91,transfer,entertainment,New York,mobile,False
4.56,transfer,entertainment,Tokyo,mobile,False
55.11,transfer,entertainment,Tokyo,atm,False
1675.81,deposit,entertainment,Tokyo,mobile,False
1614.13,deposit,online,New York,atm,False
31.62,transfer,entertainment,New York,atm,False
26.56,transfer,online,Tokyo,atm,False
9.57,transfer,online,New York,atm,False
1129.4,deposit,online,Tokyo,atm,False
33.9,transfer,entertainment,Tokyo,atm,False
15.11,transfer,online,Tokyo,atm,False
21.89,transfer,online,New York,mobile,False
23.65,transfer,online,Tokyo,atm,False
36.55,transfer,online,Tokyo,atm,False
7.29,transfer,entertainment,New York,mobile,False
34.87,transfer,online,New York,mobile,False
615.97,deposit,entertainment,New York,mobile,False
973.73,deposit,entertainment,New York,mobile,False
421.74,deposit,entertainment,Tokyo,mobile,False
16.02,transfer,entertainment,Tokyo,mobile,False
23.3,transfer,entertainment,New York,atm,False
129.22,deposit,online,Tokyo,atm,False
1779.16,deposit,entertainment,Tokyo,mobile,False
2118.49,deposit,online,Tokyo,mobile,False
1326.08,deposit,entertainment,New York,mobile,False
19.85,transfer,entertainment,New York,atm,False
1060.88,deposit,entertainment,New York,atm,False
34.06,transfer,online,New York,atm,False
27.55,transfer,entertainment,New York,mobile,False
11.69,transfer,online,New York,mobile,False
1420.6,deposit,entertainment,New York,atm,False
1084.32,deposit,online,New York,atm,False
1224.78,deposit,entertainment,Tokyo,mobile,False
1180.74,deposit,online,Tokyo,mobile,False
10.02,transfer,entertainment,New York,mobile,False
13.42,transfer,entertainment,New York,mobile,False
23.71,transfer,online,New York,mobile,False
1577.32,deposit,online,New York,atm,False
716.16,deposit,entertainment,New York,mobile,False
1247.49,deposit,entertainment,Tokyo,atm,False
32.19,transfer,online,Tokyo,mobile,False
1331.69,deposit,entertainment,New York,atm,False
35.97,transfer,online,New York,atm,False
21.43,transfer,online,New York,atm,False
65.59,deposit,entertainment,New York,atm,False
47.87,transfer,entertainment,Tokyo,mobile,False
55.43,transfer,entertainment,New York,mobile,False
96.82,transfer,entertainment,New York,atm,False
1341.54,deposit,entertainment,New York,atm,False
418.1,deposit,entertainment,Tokyo,mobile,False
1702.93,deposit,online,New York,atm,False
1240.18,deposit,entertainment,New York,mobile,False
13.62,transfer,online,Tokyo,atm,False
776.27,deposit,online,New York,atm,True
73.79,transfer,entertainment,Tokyo,atm,False
958.64,deposit,online,New York,atm,False
19.61,transfer,online,Tokyo,mobile,False
917.46,deposit,online,Tokyo,mobile,False
14.64,transfer,online,Tokyo,atm,False
933.77,deposit,online,New York,mobile,False
441.7,deposit,entertainment,New York,mobile,False
716.42,deposit,online,Tokyo,mobile,False
1423.31,deposit,online,New York,mobile,False
11.68,transfer,entertainment,New York,atm,False
1581.81,deposit,entertainment,New York,mobile,False
13.1,transfer,online,New York,mobile,False
1224.14,deposit,online,Tokyo,atm,False
833.74,deposit,online,New York,atm,False
10.59,transfer,online,New York,mobile,False
8.09,transfer,entertainment,New York,mobile,False
7.8,transfer,entertainment,Tokyo,atm,False
7.07,transfer,entertainment,New York,mobile,False
15.9,transfer,entertainment,New York,atm,False
26.93,transfer,entertainment,Tokyo,atm,False
744.28,deposit,entertainment,New York,mobile,False
998.98,deposit,entertainment,Tokyo,atm,False
9.53,transfer,entertainment,Tokyo,atm,False
22.08,transfer,online,New York,atm,False
626.51,deposit,entertainment,New York,mobile,False
1971.93,deposit,entertainment,Tokyo,mobile,False
13.01,transfer,entertainment,New York,mobile,False
16.1,transfer,entertainment,New York,atm,False
14.49,transfer,entertainment,New York,atm,False
0.01,deposit,online,Tokyo,atm,False
17.33,transfer,entertainment,New York,atm,False
1017.11,deposit,entertainment,New York,atm,False
1080.25,deposit,online,Tokyo,atm,False
17.43,transfer,online,New York,atm,False
1181.38,deposit,online,Tokyo,mobile,False
710.29,deposit,online,Tokyo,atm,False
10.23,transfer,online,New York,atm,False
42.02,transfer,entertainment,Tokyo,atm,False
1289.91,deposit,online,Tokyo,mobile,False
11.76,transfer,entertainment,Tokyo,mobile,False
6.57,transfer,entertainment,Tokyo,mobile,False
15.52,transfer,online,Tokyo,mobile,False
14.16,transfer,online,New York,mobile,False
47.57,transfer,online,Tokyo,atm,False
1674.77,deposit,online,Tokyo,atm,False
5.7,transfer,online,New York,atm,False
1150.17,deposit,entertainment,New York,mobile,False
806.41,deposit,entertainment,Tokyo,atm,False
16.96,transfer,entertainment,New York,mobile,False
945.97,deposit,online,New York,atm,False
33.17,transfer,online,Tokyo,mobile,False
14.06,transfer,online,New York,atm,False
17.74,deposit,online,New York,mobile,False
28.08,transfer,entertainment,New York,mobile,False
1315.97,deposit,online,New York,mobile,False
62.94,transfer,entertainment,New York,atm,False
1669.17,deposit,entertainment,Tokyo,mobile,False
1152.45,deposit,online,New York,mobile,False
471.28,deposit,online,New York,mobile,False
1581.87,deposit,entertainment,Tokyo,mobile,False
1139.54,deposit,online,Tokyo,atm,False
8.67,transfer,entertainment,New York,mobile,False
7.64,transfer,entertainment,Tokyo,mobile,False
23.67,transfer,online,New York,atm,False
24.08,transfer,online,Tokyo,atm,False
1636.09,deposit,online,Tokyo,atm,False
22.46,transfer,entertainment,New York,mobile,False
7.5,transfer,entertainment,Tokyo,mobile,False
23.86,transfer,entertainment,Tokyo,mobile,False
17.93,transfer,online,New York,atm,False
800.52,deposit,online,New York,atm,False
26.67,transfer,entertainment,Tokyo,atm,False
21.74,transfer,entertainment,New York,mobile,False
629.47,deposit,entertainment,Tokyo,mobile,False
8.4,transfer,entertainment,New York,atm,False
0.01,deposit,online,New York,atm,False
20.88,transfer,online,New York,atm,False
0.01,deposit,entertainment,Tokyo,atm,False
1260.02,deposit,online,New York,mobile,False
610.93,deposit,online,New York,mobile,True
858.14,deposit,entertainment,Tokyo,mobile,False
1328.97,deposit,entertainment,Tokyo,atm,False
1501.7,deposit,entertainment,Tokyo,atm,False
1291.2,deposit,online,Tokyo,atm,False
952.55,deposit,online,Tokyo,mobile,False
546.14,deposit,online,Tokyo,mobile,False
159.33,deposit,online,New York,atm,False
17.91,transfer,online,Tokyo,atm,False
360.38,deposit,entertainment,New York,atm,False
1082.18,deposit,entertainment,New York,mobile,False
1020.28,deposit,online,Tokyo,mobile,False
1014.16,deposit,entertainment,Tokyo,mobile,False
30.3,transfer,entertainment,Tokyo,mobile,False
23.85,transfer,online,New York,mobile,False
445.48,deposit,entertainment,Tokyo,mobile,False
29.65,transfer,online,Tokyo,atm,False
18.51,transfer,entertainment,New York,mobile,False
45.73,transfer,online,Tokyo,mobile,False
27.6,transfer,online,Tokyo,atm,False
3.54,transfer,online,New York,mobile,False
729.18,deposit,entertainment,New York,atm,False
40.26,transfer,entertainment,Tokyo,atm,False
1483.36,deposit,entertainment,Tokyo,mobile,False
35.85,transfer,entertainment,New York,atm,False
643.88,deposit,entertainment,New York,mobile,False
10.09,transfer,entertainment,New York,atm,False
28.3,transfer,online,New York,mobile,False
1225.61,deposit,entertainment,Tokyo,atm,False
1861.44,deposit,online,New York,atm,False
431.84,deposit,online,Tokyo,atm,False
11.95,transfer,online,New York,atm,False
644.69,deposit,online,Tokyo,mobile,False
498.4,deposit,entertainment,New York,atm,False
1077.47,deposit,online,New York,mobile,False
1185.29,deposit,online,New York,atm,False
512.62,deposit,online,Tokyo,atm,False
26.73,transfer,entertainment,New York,atm,False
257.88,deposit,entertainment,New York,atm,False
14.82,transfer,online,New York,atm,False
9.3,transfer,online,New York,mobile,False
934.52,deposit,entertainment,Tokyo,mobile,False
13.98,transfer,online,New York,atm,False
6.89,transfer,entertainment,Tokyo,atm,False
8.53,transfer,online,Tokyo,mobile,False
12.31,transfer,online,New York,mobile,False
1021.1,deposit,online,Tokyo,mobile,False
14.6,transfer,entertainment,New York,atm,False
6.85,transfer,entertainment,New York,atm,False
1104.41,deposit,entertainment,Tokyo,atm,False
59.68,transfer,online,New York,mobile,False
17.45,transfer,online,Tokyo,mobile,False
20.98,transfer,entertainment,New York,atm,False
1065.48,deposit,online,New York,mobile,False
13.51,transfer,entertainment,Tokyo,atm,False
0.01,deposit,online,Tokyo,atm,False
1621.22,deposit,entertainment,New York,atm,False
1946.43,deposit,entertainment,Tokyo,mobile,False
13.62,transfer,entertainment,New York,mobile,False
57,transfer,online,Tokyo,mobile,False
751.99,deposit,entertainment,New York,mobile,False
1001.77,deposit,online,Tokyo,atm,False
19.23,transfer,online,Tokyo,mobile,False
547.36,deposit,entertainment,New York,atm,False
28.84,transfer,online,Tokyo,atm,False
15.95,transfer,online,Tokyo,atm,False
14.47,transfer,entertainment,New York,mobile,False
0.01,deposit,entertainment,New York,atm,False
18.86,transfer,entertainment,Tokyo,mobile,False
1276.47,deposit,online,Tokyo,atm,False
23.62,transfer,entertainment,Tokyo,mobile,False
28.56,transfer,entertainment,Tokyo,atm,False
709.66,deposit,entertainment,Tokyo,mobile,False
9.66,transfer,entertainment,Tokyo,mobile,False
1704.23,deposit,online,Tokyo,atm,False
25.14,transfer,online,New York,mobile,False
30.45,transfer,online,Tokyo,mobile,False
19.48,deposit,entertainment,New York,atm,False
12.89,transfer,online,New York,mobile,False
19.68,deposit,entertainment,New York,atm,False
46.48,deposit,entertainment,New York,mobile,False
1792.86,deposit,online,New York,mobile,False
12.02,transfer,entertainment,New York,atm,False
463.35,deposit,entertainment,New York,atm,False
663.01,deposit,online,New York,atm,False
9.81,transfer,entertainment,Tokyo,atm,False
1180.38,deposit,online,Tokyo,mobile,False
22.24,transfer,entertainment,Tokyo,atm,False
304.82,deposit,entertainment,Tokyo,atm,False
10.27,transfer,online,Tokyo,mobile,False
695.96,deposit,online,New York,mobile,False
884.36,deposit,entertainment,New York,mobile,False
712.37,deposit,online,New York,mobile,False
13.5,transfer,online,New York,mobile,False
27.68,transfer,entertainment,Tokyo,mobile,False
11.96,transfer,online,New York,mobile,False
12.18,transfer,entertainment,New York,atm,False
13.83,transfer,online,Tokyo,atm,False
18.48,transfer,entertainment,New York,atm,False
41.24,transfer,entertainment,Tokyo,mobile,False
19.47,transfer,entertainment,Tokyo,atm,False
1369.17,deposit,entertainment,Tokyo,mobile,False
21.67,transfer,online,New York,mobile,False
844.25,deposit,online,Tokyo,atm,False
1583.03,deposit,entertainment,Tokyo,atm,False
72.05,transfer,entertainment,Tokyo,mobile,False
1144.51,deposit,online,Tokyo,mobile,False
52.31,transfer,entertainment,Tokyo,mobile,False
10.57,transfer,entertainment,New York,mobile,False
42.05,transfer,entertainment,New York,atm,False
1554.33,deposit,online,New York,mobile,False
13.57,transfer,online,Tokyo,atm,False
1031.75,deposit,online,New York,atm,False
20.26,transfer,entertainment,New York,atm,False
47.78,transfer,entertainment,New York,mobile,False
390.97,deposit,online,New York,atm,False
47.26,transfer,entertainment,Tokyo,atm,False
271.44,deposit,entertainment,New York,atm,False
7.86,transfer,entertainment,Tokyo,atm,False
4.45,transfer,online,New York,atm,False
18.48,transfer,online,New York,mobile,False
1903.55,deposit,online,New York,atm,False
722.53,deposit,online,Tokyo,atm,False
19.74,transfer,entertainment,New York,atm,False
1370.2,deposit,entertainment,Tokyo,mobile,False
881.66,deposit,online,Tokyo,atm,False
25.61,transfer,entertainment,New York,mobile,False
24.51,transfer,online,Tokyo,mobile,False
1656.87,deposit,online,Tokyo,mobile,False
1177.97,deposit,online,New York,mobile,False
589.73,deposit,online,New York,atm,False
0.01,deposit,entertainment,Tokyo,mobile,False
840.7,deposit,entertainment,Tokyo,mobile,False
1070.88,deposit,online,Tokyo,atm,False
2056.03,deposit,entertainment,New York,mobile,False
20.71,transfer,online,New York,mobile,False
0.01,deposit,entertainment,Tokyo,mobile,False
1433.44,deposit,online,New York,mobile,False
887.76,deposit,online,Tokyo,atm,False
50.83,transfer,online,Tokyo,mobile,False
31.81,transfer,entertainment,Tokyo,mobile,False
1328.41,deposit,online,Tokyo,atm,False
1206.23,deposit,online,New York,mobile,False
13.01,transfer,online,New York,mobile,False
18.88,transfer,online,New York,mobile,False
74.53,deposit,entertainment,Tokyo,atm,False
8.38,transfer,entertainment,Tokyo,mobile,False
33.39,transfer,online,New York,mobile,False
75.57,transfer,entertainment,Tokyo,atm,False
604.18,deposit,online,Tokyo,atm,False
28.62,transfer,online,Tokyo,mobile,False
11.05,transfer,online,Tokyo,atm,False
42.8,transfer,online,Tokyo,mobile,False
613.76,deposit,online,New York,mobile,False
1025.36,deposit,entertainment,Tokyo,atm,False
1387.79,deposit,online,Tokyo,atm,False
1917.01,deposit,entertainment,Tokyo,atm,False
34.04,transfer,online,Tokyo,atm,False
1207.24,deposit,online,New York,atm,False
469.92,deposit,online,New York,mobile,False
761.33,deposit,online,New York,atm,False
1647.65,deposit,online,New York,mobile,False
1634.44,deposit,online,New York,atm,False
11.03,transfer,online,New York,mobile,False
13.28,transfer,online,Tokyo,mobile,False
992.4,deposit,online,Tokyo,mobile,False
1625.21,deposit,online,New York,mobile,False
12.54,transfer,online,New York,mobile,False
22.02,transfer,online,Tokyo,atm,False
34.82,transfer,entertainment,Tokyo,atm,False
13.25,transfer,online,Tokyo,mobile,False
841.94,deposit,entertainment,Tokyo,atm,False
813.46,deposit,online,Tokyo,atm,False
1229.66,deposit,entertainment,Tokyo,atm,False
1806.57,deposit,entertainment,Tokyo,atm,False
28.82,transfer,online,Tokyo,atm,False
12.32,transfer,online,Tokyo,mobile,False
85.02,transfer,online,Tokyo,atm,False
10.68,transfer,online,New York,atm,False
371.67,deposit,online,New York,atm,False
28.17,transfer,entertainment,New York,mobile,False
945.07,deposit,online,Tokyo,mobile,False
961.69,deposit,entertainment,Tokyo,atm,False
1011.68,deposit,entertainment,Tokyo,mobile,False
23.03,transfer,online,New York,atm,False
104.69,transfer,entertainment,New York,mobile,False
64.54,transfer,entertainment,Tokyo,mobile,False
1846.92,deposit,entertainment,Tokyo,atm,False
267.85,deposit,online,Tokyo,atm,False
20.29,transfer,entertainment,New York,atm,False
16.57,transfer,entertainment,Tokyo,atm,False
735.58,deposit,online,Tokyo,mobile,False
18.37,transfer,entertainment,Tokyo,mobile,False
1087.79,deposit,entertainment,Tokyo,mobile,False
28.31,transfer,online,New York,atm,False
859.52,deposit,online,New York,atm,False
1731.33,deposit,entertainment,New York,atm,False
21.65,transfer,online,Tokyo,mobile,False
119.86,transfer,online,Tokyo,mobile,False
1338.54,deposit,entertainment,Tokyo,mobile,False
593.89,deposit,online,New York,atm,False
1175.52,deposit,entertainment,Tokyo,atm,False
9.38,transfer,online,Tokyo,mobile,False
1229.85,deposit,entertainment,Tokyo,atm,False
19.39,transfer,entertainment,Tokyo,mobile,False
1127.45,deposit,entertainment,Tokyo,atm,False
21.86,transfer,entertainment,New York,atm,False
1009.38,deposit,online,New York,atm,False
15.29,transfer,entertainment,Tokyo,atm,False
1009.31,deposit,online,New York,atm,False
14.2,transfer,entertainment,Tokyo,mobile,False
1227.96,deposit,entertainment,Tokyo,mobile,False
626.39,deposit,online,Tokyo,mobile,True
3.79,transfer,entertainment,Tokyo,atm,False
16.81,transfer,online,New York,atm,False
22.93,transfer,online,New York,atm,False
945.25,deposit,online,New York,atm,False
6.38,transfer,online,Tokyo,atm,False
2287.51,deposit,online,Tokyo,mobile,False
1056.14,deposit,online,Tokyo,atm,False
33.94,transfer,entertainment,Tokyo,atm,False
16.58,transfer,entertainment,Tokyo,atm,False
1400.43,deposit,entertainment,New York,mobile,False
616.96,deposit,entertainment,New York,mobile,False
8.66,transfer,entertainment,Tokyo,atm,False
1487.38,deposit,entertainment,Tokyo,mobile,False
1270.79,deposit,online,Tokyo,atm,False
12.96,transfer,online,Tokyo,atm,True
5.97,transfer,entertainment,New York,atm,False
5.36,transfer,entertainment,Tokyo,mobile,False
36.16,transfer,entertainment,New York,mobile,False
905.49,deposit,entertainment,New York,mobile,False
1463.89,deposit,online,Tokyo,mobile,False
1395.9,deposit,entertainment,Tokyo,atm,False
17.8,transfer,entertainment,New York,mobile,False
994.84,deposit,online,Tokyo,atm,False
3.65,transfer,entertainment,Tokyo,mobile,False
696.35,deposit,entertainment,New York,mobile,False
763.22,deposit,online,Tokyo,atm,False
18.45,transfer,online,New York,mobile,False
835.65,deposit,online,Tokyo,atm,False
31.48,transfer,online,New York,atm,False
9.91,transfer,entertainment,New York,atm,False
41.28,transfer,online,Tokyo,atm,False
13.55,transfer,entertainment,Tokyo,atm,False
1447.81,deposit,online,New York,mobile,False
72.99,transfer,online,Tokyo,atm,False
22.45,transfer,entertainment,Tokyo,atm,False
14.88,transfer,online,Tokyo,atm,False
1357.63,deposit,online,New York,mobile,False
545.5,deposit,online,Tokyo,mobile,False
874.19,deposit,online,Tokyo,atm,False
1.69,transfer,entertainment,Tokyo,atm,False
542.09,deposit,online,New York,mobile,False
23.73,transfer,online,New York,atm,False
16.37,transfer,entertainment,Tokyo,atm,False
14.6,transfer,entertainment,New York,mobile,False
19.47,transfer,online,New York,atm,False
1489.13,deposit,entertainment,Tokyo,mobile,False
1579.64,deposit,entertainment,Tokyo,mobile,False
701.14,deposit,online,Tokyo,atm,False
1498.12,deposit,online,Tokyo,mobile,False
745.35,deposit,entertainment,Tokyo,atm,False
819.65,deposit,online,New York,atm,False
990.46,deposit,entertainment,New York,mobile,False
11.6,transfer,entertainment,Tokyo,mobile,False
6.02,transfer,entertainment,New York,mobile,False
20.99,transfer,entertainment,Tokyo,mobile,False
1282.59,deposit,online,Tokyo,atm,False
32.09,transfer,entertainment,New York,mobile,False
591.93,deposit,entertainment,New York,atm,False
17.38,transfer,entertainment,Tokyo,atm,False
1132.74,deposit,online,Tokyo,mobile,False
786.1,deposit,entertainment,New York,mobile,False
34.24,transfer,entertainment,New York,mobile,False
11.99,transfer,online,Tokyo,atm,False
9.31,transfer,online,Tokyo,mobile,False
1031.04,deposit,entertainment,New York,mobile,False
0.01,deposit,online,Tokyo,atm,False
13.85,transfer,entertainment,New York,atm,False
19.26,transfer,entertainment,Tokyo,mobile,False
656.82,deposit,online,New York,mobile,False
804.8,deposit,entertainment,New York,mobile,False
1477.1,deposit,online,Tokyo,atm,False
1897.34,deposit,online,Tokyo,atm,False
1171.41,deposit,online,Tokyo,mobile,False
6.74,transfer,entertainment,Tokyo,mobile,False
857.1,deposit,entertainment,New York,atm,False
19.54,transfer,entertainment,New York,atm,False
34.56,transfer,online,Tokyo,mobile,False
20.65,transfer,online,New York,mobile,False
27.81,transfer,online,Tokyo,atm,False
20.87,transfer,online,New York,atm,False
1907.62,deposit,entertainment,Tokyo,mobile,False
7.86,transfer,entertainment,New York,mobile,False
1264.63,deposit,entertainment,New York,mobile,False
1091.99,deposit,online,Tokyo,mobile,False
20.4,transfer,online,Tokyo,atm,False
83.74,transfer,online,New York,mobile,False
41.58,transfer,entertainment,Tokyo,mobile,False
455.36,deposit,entertainment,New York,atm,False
844.88,deposit,entertainment,Tokyo,mobile,False
279.42,deposit,entertainment,New York,atm,False
1396.31,deposit,entertainment,New York,atm,False
1046.28,deposit,entertainment,New York,atm,False
40.47,transfer,online,Tokyo,atm,False
5.18,transfer,online,Tokyo,mobile,False
175.6,deposit,entertainment,New York,atm,False
1987.6,deposit,entertainment,New York,mobile,False
13.58,transfer,online,Tokyo,atm,False
38.82,transfer,online,Tokyo,mobile,False
1688.62,deposit,entertainment,New York,atm,False
623.9,deposit,entertainment,New York,mobile,False
1048.35,deposit,entertainment,Tokyo,mobile,False
63.8,transfer,online,Tokyo,atm,False
1175.63,deposit,online,New York,atm,False
25.64,transfer,entertainment,New York,atm,False
26.86,transfer,online,Tokyo,atm,False
5.3,transfer,online,New York,mobile,False
415.06,deposit,entertainment,Tokyo,mobile,False
32.25,transfer,online,New York,mobile,False
1615.01,deposit,online,New York,atm,False
22.11,transfer,online,New York,mobile,False
17.79,transfer,entertainment,New York,atm,False
21.35,transfer,entertainment,Tokyo,mobile,False
805.93,deposit,online,New York,mobile,False
17.55,transfer,online,New York,atm,False
185.71,deposit,online,New York,mobile,False
49.76,transfer,online,Tokyo,mobile,False
16.15,transfer,entertainment,New York,mobile,False
35.6,transfer,entertainment,Tokyo,mobile,False
8.67,transfer,online,New York,mobile,False
1458.18,deposit,online,Tokyo,mobile,False
1037.14,deposit,entertainment,Tokyo,atm,False
68.44,transfer,entertainment,New York,atm,False
677.7,deposit,entertainment,Tokyo,atm,False
731.76,deposit,entertainment,New York,atm,False
1835.29,deposit,online,Tokyo,mobile,False
9.11,transfer,entertainment,New York,mobile,False
15.44,transfer,entertainment,Tokyo,atm,False
1045.54,deposit,entertainment,New York,atm,False
1509.42,deposit,online,Tokyo,atm,False
1002.32,deposit,entertainment,Tokyo,atm,False
974.39,deposit,entertainment,New York,mobile,False
21.23,transfer,entertainment,Tokyo,mobile,True
5.57,transfer,online,New York,mobile,False
11.5,transfer,entertainment,New York,atm,False
50.3,transfer,entertainment,Tokyo,atm,False
1399.27,deposit,entertainment,New York,mobile,False
220.18,deposit,online,New York,atm,False
946.34,deposit,entertainment,Tokyo,atm,False
1306.92,deposit,entertainment,Tokyo,mobile,False
12.66,transfer,entertainment,New York,atm,False
14.96,transfer,entertainment,New York,mobile,False
1428.79,deposit,entertainment,Tokyo,atm,False
11.62,transfer,entertainment,Tokyo,atm,False
38.48,deposit,online,New York,mobile,False
1757.5,deposit,entertainment,Tokyo,mobile,False
18.77,transfer,entertainment,New York,atm,False
1970.29,deposit,online,Tokyo,atm,False
4.92,transfer,online,New York,atm,False
1634.76,deposit,online,Tokyo,atm,False
998.46,deposit,online,New York,atm,False
962.4,deposit,online,Tokyo,atm,False
64.14,transfer,online,Tokyo,atm,False
1766.82,deposit,entertainment,New York,atm,False
22.47,transfer,entertainment,New York,atm,False
692.87,deposit,entertainment,New York,mobile,False
941.71,deposit,online,Tokyo,mobile,False
12.01,transfer,entertainment,Tokyo,mobile,False
333.9,deposit,online,Tokyo,atm,False
46.52,deposit,entertainment,New York,mobile,False
24.13,transfer,entertainment,Tokyo,atm,False
29.83,transfer,online,Tokyo,mobile,False
981.09,deposit,entertainment,New York,atm,False
1050.82,deposit,online,New York,mobile,False
1056.29,deposit,online,Tokyo,atm,False
38.27,transfer,online,New York,mobile,False
148.81,transfer,entertainment,New York,mobile,False
337.01,deposit,online,New York,mobile,False
16.74,transfer,online,New York,mobile,False
566.09,deposit,entertainment,Tokyo,mobile,False
38.86,transfer,entertainment,New York,mobile,False
36.18,transfer,online,New York,mobile,False
1305.49,deposit,online,Tokyo,atm,False
1509.6,deposit,entertainment,New York,atm,False
73.67,transfer,online,Tokyo,atm,False
10.55,transfer,online,New York,mobile,False
7.02,transfer,entertainment,New York,atm,False
169.56,deposit,entertainment,New York,mobile,False
38.31,transfer,entertainment,Tokyo,atm,False
22.28,transfer,entertainment,Tokyo,atm,False
779.19,deposit,entertainment,New York,atm,False
1532.58,deposit,entertainment,New York,mobile,False
13.68,transfer,online,Tokyo,mobile,False
48.77,transfer,online,Tokyo,mobile,False
2051.54,deposit,entertainment,New York,atm,False
32.26,transfer,online,Tokyo,atm,True
91.67,transfer,online,New York,mobile,False
12.34,transfer,online,Tokyo,mobile,False
1051.42,deposit,entertainment,Tokyo,atm,False
276.46,deposit,online,New York,mobile,False
7.08,transfer,online,New York,atm,False
11.58,transfer,entertainment,New York,atm,False
12.96,transfer,entertainment,New York,atm,False
17.37,transfer,online,New York,mobile,False
1083.16,deposit,online,Tokyo,mobile,False
392.83,deposit,entertainment,New York,atm,False
9.54,transfer,online,Tokyo,atm,False
1242.79,deposit,online,Tokyo,atm,False
827.36,deposit,entertainment,New York,atm,False
18.75,transfer,entertainment,Tokyo,mobile,False
663.36,deposit,entertainment,Tokyo,atm,False
11.57,transfer,entertainment,New York,mobile,False
18.25,transfer,online,Tokyo,mobile,False
1641.02,deposit,online,New York,atm,False
921.34,deposit,entertainment,Tokyo,atm,True
29.94,transfer,entertainment,Tokyo,mobile,False
85.73,transfer,entertainment,New York,atm,False
13.18,transfer,online,New York,atm,False
21.64,transfer,entertainment,New York,atm,False
21.37,transfer,online,New York,atm,False
598.66,deposit,entertainment,Tokyo,mobile,False
1113.2,deposit,online,Tokyo,atm,False
46.98,transfer,online,New York,mobile,False
925.92,deposit,online,New York,mobile,False
32.07,transfer,online,New York,atm,False
24.28,transfer,online,New York,atm,False
0.01,deposit,entertainment,Tokyo,mobile,False
1299.98,deposit,online,New York,atm,False
11.07,transfer,entertainment,Tokyo,mobile,False
32.7,transfer,online,New York,mobile,False
677.92,deposit,entertainment,Tokyo,atm,False
564.73,deposit,online,Tokyo,mobile,False
25.59,transfer,online,Tokyo,mobile,False
20.06,transfer,online,New York,atm,False
1396.31,deposit,online,Tokyo,atm,False
1033.09,deposit,online,New York,mobile,False
873.06,deposit,entertainment,Tokyo,atm,False
389.74,deposit,online,Tokyo,mobile,False
1050.26,deposit,entertainment,New York,mobile,False
1404.08,deposit,entertainment,New York,mobile,False
32.91,transfer,entertainment,Tokyo,atm,False
875.57,deposit,entertainment,New York,mobile,False
28.17,transfer,online,Tokyo,mobile,False
