Run,Base_Cake,Desiccator,T_C,RH_pct,RH_Sensor,Initial_g,Final_g,Time_min,Pct_Change,Run_Global
4,A,20,24,80,RH03,2.3681,2.3770809554147525,20,0.3792473043685829,340
5,A,19,24,80,RH03,2.3895,2.389644795128212,30,0.006059641272729061,341
6,A,7,24,80,RH03,2.4102,2.4325223495886403,61,0.9261617122496145,342
7,A,4,24,80,RH02,2.3848,2.3963814961311245,284,0.48563804642421554,343
8,A,17,24,80,RH01,2.4199,2.441469655080034,5631,0.8913448935920377,344
9,A,18,24,80,RH01,2.4,2.4010001208566805,5630,0.04167170236168971,345
10,A,20,24,80,RH01,2.4065,2.414686612021785,5629,0.34018749311386065,346
11,A,17,24,80,RH01,2.493,2.506002817630192,1440,0.5215731099154504,347
12,A,18,24,80,RH01,2.4084,2.4212631241860687,1440,0.5340941781294151,348
13,A,20,24,80,RH01,2.4395,2.448891595846979,1440,0.38498035855623036,349
14,A,20,24,80,RH02,2.4218,2.438918613898477,480,0.7068549797042244,350
15,A,18,24,80,RH03,2.3842,2.388961578116798,960,0.19971387118522888,351
16,A,17,24,80,RH01,2.3832,2.394574683633892,2880,0.4772861544936286,352
17,A,20,24,80,RH02,2.4071,2.420485610845281,1440,0.5560886895135643,353
18,B,20,24,80,RH02,2.4422,2.4626258826068828,1440,0.8363722302384163,354
19,A,3,24,56,RH03,2.4438,2.4482625589679,1440,0.18260737244865186,355
20,B,3,24,56,RH03,2.4488,2.4634066074418,1440,0.5964802124224147,356
21,A,2,24,33,RH04,2.4388,2.453913102237247,1440,0.6196942035938594,357
22,B,2,24,33,RH04,2.4288,2.4490962255544697,1440,0.8356482853454323,358
23,A,1,24,11,RH04,2.3825,2.395715784448608,1440,0.554702390287851,359
24,B,1,24,11,RH04,2.5488,2.568581618641738,1440,0.7761149812357928,360
1,A,4,24,80,RH03,2.4073,2.4347004754387056,5,1.1382243774646028,361
2,A,18,24,80,RH03,2.3836,2.408546811296143,10,1.0466022527329697,362
3,A,17,24,80,RH03,2.4041,2.4148057158719247,15,0.44531075545628684,363
4,A,20,24,80,RH03,2.3681,2.387316451506865,20,0.8114712852863014,364
5,A,19,24,80,RH03,2.3895,2.406551777494601,30,0.7136127848755418,365
6,A,7,24,80,RH03,2.4102,2.4326290673398936,61,0.9305894672597076,366
7,A,4,24,80,RH02,2.3848,2.3902975115936256,284,0.23052296182597157,367
8,A,17,24,80,RH01,2.4199,2.4374640077841505,5631,0.7258154379995185,368
9,A,18,24,80,RH01,2.4,2.420100656305317,5630,0.8375273460548746,369
10,A,20,24,80,RH01,2.4065,2.4063165802777684,5629,-0.007621845926925382,370
11,A,17,24,80,RH01,2.493,2.4971140095837727,1440,0.1650224462002743,371
12,A,18,24,80,RH01,2.4084,2.4061898196692475,1440,-0.09176965332803422,372
13,A,20,24,80,RH01,2.4395,2.450213746082117,1440,0.4391779496666281,373
14,A,20,24,80,RH02,2.4218,2.43960659150526,480,0.7352626767387748,374
15,A,18,24,80,RH03,2.3842,2.407343599050822,960,0.9707071156288052,375
16,A,17,24,80,RH01,2.3832,2.396122388042089,2880,0.5422284341259327,376
17,A,20,24,80,RH02,2.4071,2.431377641439234,1440,1.0085846636714004,377
18,B,20,24,80,RH02,2.4422,2.435678470657316,1440,-0.267035023449518,378
19,A,3,24,56,RH03,2.4438,2.456100517600309,1440,0.5033356903310023,379
20,B,3,24,56,RH03,2.4488,2.4631745702453265,1440,0.5870046653596301,380
21,A,2,24,33,RH04,2.4388,2.4363555266192685,1440,-0.10023263001195733,381
22,B,2,24,33,RH04,2.4288,2.431491963927584,1440,0.11083514194598046,382
23,A,1,24,11,RH04,2.3825,2.3996754845427626,1440,0.7209017646490133,383
24,B,1,24,11,RH04,2.5488,2.55673583442113,1440,0.3113557133211793,384
1,A,4,24,80,RH03,2.4073,2.4161068645096866,5,0.3658399247990019,385
2,A,18,24,80,RH03,2.3836,2.388420495947676,10,0.2022359434332884,386
3,A,17,24,80,RH03,2.4041,2.4161492595467364,15,0.5011962708180318,387
4,A,20,24,80,RH03,2.3681,2.387199737587537,20,0.8065426961503747,388
5,A,19,24,80,RH03,2.3895,2.3948592228368435,30,0.2242821860993319,389
6,A,7,24,80,RH03,2.4102,2.4263775987351037,61,0.6712139546553648,390
7,A,4,24,80,RH02,2.3848,2.393407284895116,284,0.3609227144882579,391
8,A,17,24,80,RH01,2.4199,2.426727461099625,5631,0.2821381503212786,392
9,A,18,24,80,RH01,2.4,2.4117093814083272,5630,0.487890892013639,393
10,A,20,24,80,RH01,2.4065,2.411539868053293,5629,0.209427303274185,394
11,A,17,24,80,RH01,2.493,2.5018228568453083,1440,0.35390520839584316,395
12,A,18,24,80,RH01,2.4084,2.412268772650467,1440,0.16063663222334013,396
13,A,20,24,80,RH01,2.4395,2.4665642408852486,1440,1.1094175398749266,397
14,A,20,24,80,RH02,2.4218,2.4346495638104955,480,0.5305790655915141,398
15,A,18,24,80,RH03,2.3842,2.391592983331532,960,0.3100823476022164,399
16,A,17,24,80,RH01,2.3832,2.3971225107697856,2880,0.5841939732202739,400
17,A,20,24,80,RH02,2.4071,2.4188057654547674,1440,0.4863015850927526,401
18,B,20,24,80,RH02,2.4422,2.458319889832578,1440,0.6600560901063819,402
19,A,3,24,56,RH03,2.4438,2.462061352025441,1440,0.7472523130142034,403
20,B,3,24,56,RH03,2.4488,2.45470538645639,1440,0.24115429828447696,404
21,A,2,24,33,RH04,2.4388,2.44946937176296,1440,0.43748449085451907,405
22,B,2,24,33,RH04,2.4288,2.419207659594577,1440,-0.39494155160667843,406
23,A,1,24,11,RH04,2.3825,2.4046587338265595,1440,0.9300622802333532,407
24,B,1,24,11,RH04,2.5488,2.5685349182434805,1440,0.7742827308333531,408
1,A,4,24,80,RH03,2.4073,2.4239817967314927,5,0.6929670889167325,409
2,A,18,24,80,RH03,2.3836,2.398220407605109,10,0.6133750463630255,410
3,A,17,24,80,RH03,2.4041,2.438807132054822,15,1.4436642425365744,411
4,A,20,24,80,RH03,2.3681,2.388367916043305,20,0.8558724734303789,412
5,A,19,24,80,RH03,2.3895,2.40100842274547,30,0.48162472255577565,413
6,A,7,24,80,RH03,2.4102,2.4158239092901947,61,0.23333786781987503,414
7,A,4,24,80,RH02,2.3848,2.385707800446349,284,0.03806610392271771,415
8,A,17,24,80,RH01,2.4199,2.4339605649573057,5631,0.5810390907601788,416
9,A,18,24,80,RH01,2.4,2.407034274633953,5630,0.29309477641470405,417
10,A,20,24,80,RH01,2.4065,2.4087458393435592,5629,0.09332388712068876,418
11,A,17,24,80,RH01,2.493,2.50112788139875,1440,0.3260281347272355,419
12,A,18,24,80,RH01,2.4084,2.413109279364285,1440,0.19553559891567485,420
13,A,20,24,80,RH01,2.4395,2.4645327460562787,1440,1.0261424905217842,421
14,A,20,24,80,RH02,2.4218,2.4407988254901407,480,0.784491927084835,422
15,A,18,24,80,RH03,2.3842,2.396540814885719,960,0.5176082076050215,423
16,A,17,24,80,RH01,2.3832,2.406173648615408,2880,0.9639832416670007,424
17,A,20,24,80,RH02,2.4071,2.420175619760016,1440,0.5432104922943113,425
18,B,20,24,80,RH02,2.4422,2.461851904311556,1440,0.804680382915238,426
19,A,3,24,56,RH03,2.4438,2.460458725094269,1440,0.6816730131053742,427
20,B,3,24,56,RH03,2.4488,2.455055439169897,1440,0.25544916570962256,428
21,A,2,24,33,RH04,2.4388,2.445075386610936,1440,0.25731452398457194,429
22,B,2,24,33,RH04,2.4288,2.4414611721092023,1440,0.521293318066637,430
23,A,1,24,11,RH04,2.3825,2.40853655543776,1440,1.0928249921410358,431
24,B,1,24,11,RH04,2.5488,2.5592291099071303,1440,0.4091772562433422,432
1,A,4,24,80,RH03,2.4073,2.415119084430059,5,0.3248072292634472,433
2,A,18,24,80,RH03,2.3836,2.392511383805775,10,0.37386238487057616,434
3,A,17,24,80,RH03,2.4041,2.412328797300212,15,0.34228182272833807,435
4,A,20,24,80,RH03,2.3681,2.374276070374964,20,0.26080276909607014,436
5,A,19,24,80,RH03,2.3895,2.4022732272899225,30,0.5345564883834519,437
6,A,7,24,80,RH03,2.4102,2.4167247720882785,61,0.2707149650766906,438
7,A,4,24,80,RH02,2.3848,2.399135916314359,284,0.6011370477339418,439
8,A,17,24,80,RH01,2.4199,2.432118766396832,5631,0.5049285671652571,440
9,A,18,24,80,RH01,2.4,2.4107595740625616,5630,0.4483155859400697,441
10,A,20,24,80,RH01,2.4065,2.4124616441418905,5629,0.2477309013875171,442
11,A,17,24,80,RH01,2.493,2.501649927218679,1440,0.34696860082949454,443
12,A,18,24,80,RH01,2.4084,2.426381532684836,1440,0.7466173677477181,444
13,A,20,24,80,RH01,2.4395,2.4558513624376284,1440,0.6702751562872958,445
14,A,20,24,80,RH02,2.4218,2.4272910301244406,480,0.22673342656042653,446
15,A,18,24,80,RH03,2.3842,2.397308324247813,960,0.549799691628762,447
16,A,17,24,80,RH01,2.3832,2.400964757377259,2880,0.7454161370115308,448
17,A,20,24,80,RH02,2.4071,2.407561643643438,1440,0.019178415663584716,449
18,B,20,24,80,RH02,2.4422,2.452698649291368,1440,0.42988491079223246,450
19,A,3,24,56,RH03,2.4438,2.460691047078924,1440,0.6911796005779557,451
20,B,3,24,56,RH03,2.4488,2.444536236090596,1440,-0.174116461507844,452
21,A,2,24,33,RH04,2.4388,2.439574008507472,1440,0.03173726863506193,453
22,B,2,24,33,RH04,2.4288,2.4435557794734457,1440,0.6075337398487263,454
23,A,1,24,11,RH04,2.3825,2.388425396922066,1440,0.24870501246867927,455
24,B,1,24,11,RH04,2.5488,2.55260440191373,1440,0.14926247307478002,456
1,A,4,24,80,RH03,2.4073,2.419340738302149,5,0.5001760604057899,457
2,A,18,24,80,RH03,2.3836,2.3873349853587387,10,0.1566951400712674,458
3,A,17,24,80,RH03,2.4041,2.4119000824396983,15,0.3244491676593406,459
4,A,20,24,80,RH03,2.3681,2.3807508543806333,20,0.5342196013949234,460
5,A,19,24,80,RH03,2.3895,2.3957575267909617,30,0.2618759904148022,461
6,A,7,24,80,RH03,2.4102,2.419952472681892,61,0.40463333673106194,462
7,A,4,24,80,RH02,2.3848,2.404400381274244,284,0.8218878427643508,463
8,A,17,24,80,RH01,2.4199,2.428295418094823,5631,0.34693243914306027,464
9,A,18,24,80,RH01,2.4,2.418496983206869,5630,0.7707076336195459,465
10,A,20,24,80,RH01,2.4065,2.410857881362799,5629,0.18108794360271574,466
11,A,17,24,80,RH01,2.493,2.509926005446628,1440,0.6789412533745791,467
12,A,18,24,80,RH01,2.4084,2.431339301597977,1440,0.9524705861973635,468
13,A,20,24,80,RH01,2.4395,2.434096669725818,1440,-0.2214933500381884,469
14,A,20,24,80,RH02,2.4218,2.428603597210905,480,0.28093142335885884,470
15,A,18,24,80,RH03,2.3842,2.4007254060968712,960,0.6931216381541551,471
16,A,17,24,80,RH01,2.3832,2.394140946707947,2880,0.45908638418709613,472
17,A,20,24,80,RH02,2.4071,2.422297075695376,1440,0.6313437620113962,473
18,B,20,24,80,RH02,2.4422,2.452583743490904,1440,0.42517989889869723,474
19,A,3,24,56,RH03,2.4438,2.4553664279164464,1440,0.4732968293823744,475
20,B,3,24,56,RH03,2.4488,2.4691221667084133,1440,0.8298826653223403,476
21,A,2,24,33,RH04,2.4388,2.453951796116807,1440,0.6212807986225627,477
22,B,2,24,33,RH04,2.4288,2.4358761324582816,1440,0.2913427395537615,478
23,A,1,24,11,RH04,2.3825,2.3917972903525597,1440,0.39023254365413995,479
24,B,1,24,11,RH04,2.5488,2.560845503506844,1440,0.47259508422959273,480
1,A,4,24,80,RH03,2.4073,2.4219106850390206,5,0.6069324570689324,481
2,A,18,24,80,RH03,2.3836,2.4108354960309537,10,1.14262023959363,482
3,A,17,24,80,RH03,2.4041,2.4228841326985604,15,0.7813374110295026,483
4,A,20,24,80,RH03,2.3681,2.37809795102042,20,0.4221929403496475,484
5,A,19,24,80,RH03,2.3895,2.410536302001032,30,0.8803641766491834,485
6,A,7,24,80,RH03,2.4102,2.4197824102078305,61,0.3975773880935337,486
7,A,4,24,80,RH02,2.3848,2.382619401825523,284,-0.09143736055336671,487
8,A,17,24,80,RH01,2.4199,2.4251650758086334,5631,0.21757410672479127,488
9,A,18,24,80,RH01,2.4,2.399010298168613,5630,-0.04123757630778806,489
10,A,20,24,80,RH01,2.4065,2.416476048401964,5629,0.4145459547876252,490
11,A,17,24,80,RH01,2.493,2.5061013510579584,1440,0.5255255137568596,491
12,A,18,24,80,RH01,2.4084,2.433036274868651,1440,1.0229311936825716,492
13,A,20,24,80,RH01,2.4395,2.454578017984893,1440,0.6180782121292502,493
14,A,20,24,80,RH02,2.4218,2.4328015070179925,480,0.4542698413573497,494
15,A,18,24,80,RH03,2.3842,2.4025302463599725,960,0.768821674355029,495
16,A,17,24,80,RH01,2.3832,2.3797839069947173,2880,-0.14334059270236119,496
17,A,20,24,80,RH02,2.4071,2.4213183634084694,1440,0.5906843674325788,497
18,B,20,24,80,RH02,2.4422,2.4478316439646908,1440,0.23059716504342906,498
19,A,3,24,56,RH03,2.4438,2.4648930783923677,1440,0.8631262129620975,499
20,B,3,24,56,RH03,2.4488,2.4601407088746634,1440,0.46311290732863203,500
21,A,2,24,33,RH04,2.4388,2.45611144524518,1440,0.70983455983189,501
22,B,2,24,33,RH04,2.4288,2.4537850279069287,1440,1.0286984480784256,502
23,A,1,24,11,RH04,2.3825,2.396663156640581,1440,0.594466175890087,503
24,B,1,24,11,RH04,2.5488,2.553213871891828,1440,0.1731745092525137,504
1,A,4,24,80,RH03,2.4073,2.425814562233501,5,0.7691007449632694,505
2,A,18,24,80,RH03,2.3836,2.3898730357776907,10,0.2631748522273361,506
3,A,17,24,80,RH03,2.4041,2.417117477172697,15,0.5414698711657987,507
4,A,20,24,80,RH03,2.3681,2.3770206982009467,20,0.376702765970468,508
5,A,19,24,80,RH03,2.3895,2.405358966880863,30,0.6636939477239204,509
6,A,7,24,80,RH03,2.4102,2.4251456172184875,61,0.6200986315860683,510
7,A,4,24,80,RH02,2.3848,2.4046239357771984,284,0.8312619832773627,511
8,A,17,24,80,RH01,2.4199,2.4287809139492342,5631,0.3669950803435708,512
9,A,18,24,80,RH01,2.4,2.410536900465888,5630,0.4390375194120074,513
10,A,20,24,80,RH01,2.4065,2.4119476153539097,5629,0.2263708852653151,514
11,A,17,24,80,RH01,2.493,2.502640730707891,1440,0.3867120219771832,515
12,A,18,24,80,RH01,2.4084,2.423649751522348,1440,0.6331901479134778,516
13,A,20,24,80,RH01,2.4395,2.457725421190919,1440,0.7470965849936131,517
14,A,20,24,80,RH02,2.4218,2.42769346005372,480,0.24335040274671457,518
15,A,18,24,80,RH03,2.3842,2.402817783304148,960,0.7808817760317128,519
16,A,17,24,80,RH01,2.3832,2.4052849084353123,2880,0.926691357641503,520
17,A,20,24,80,RH02,2.4071,2.422602457466649,1440,0.644030470967103,521
18,B,20,24,80,RH02,2.4422,2.4583972175207065,1440,0.6632224027805402,522
19,A,3,24,56,RH03,2.4438,2.4473826985081426,1440,0.14660358900657314,523
20,B,3,24,56,RH03,2.4488,2.4638128396388908,1440,0.6130692436659133,524
21,A,2,24,33,RH04,2.4388,2.456269360888149,1440,0.7163096969062194,525
22,B,2,24,33,RH04,2.4288,2.443199715301402,1440,0.5928736537138571,526
23,A,1,24,11,RH04,2.3825,2.386844567034435,1440,0.18235328581049684,527
24,B,1,24,11,RH04,2.5488,2.5755093021371502,1440,1.0479167505159401,528
1,A,4,24,80,RH03,2.4073,2.4206079982671573,5,0.5528184383814696,529
2,A,18,24,80,RH03,2.3836,2.4011845319741747,10,0.7377299871696071,530
3,A,17,24,80,RH03,2.4041,2.4200705028820546,15,0.664302769521005,531
4,A,20,24,80,RH03,2.3681,2.3820046592736865,20,0.5871652072837485,532
5,A,19,24,80,RH03,2.3895,2.39625888386614,30,0.2828576633663894,533
6,A,7,24,80,RH03,2.4102,2.426142039103108,61,0.6614405071408084,534
7,A,4,24,80,RH02,2.3848,2.4106657160575806,284,1.0846073489425032,535
8,A,17,24,80,RH01,2.4199,2.442250825909072,5631,0.9236260138465088,536
9,A,18,24,80,RH01,2.4,2.4239509437118034,5630,0.9979559879918128,537
10,A,20,24,80,RH01,2.4065,2.415323078424005,5629,0.3666352970706459,538
11,A,17,24,80,RH01,2.493,2.4985623455492862,1440,0.22311855392243735,539
12,A,18,24,80,RH01,2.4084,2.420014844344896,1440,0.48226392397010526,540
13,A,20,24,80,RH01,2.4395,2.4525932227705844,1440,0.5367174736866025,541
14,A,20,24,80,RH02,2.4218,2.442343099058299,480,0.8482574555412863,542
15,A,18,24,80,RH03,2.3842,2.3844923174895016,960,0.012260611085553177,543
16,A,17,24,80,RH01,2.3832,2.406528312964016,2880,0.9788650958381936,544
17,A,20,24,80,RH02,2.4071,2.4184758975619918,1440,0.4725976304263212,545
18,B,20,24,80,RH02,2.4422,2.445399098186168,1440,0.1309924734324804,546
19,A,3,24,56,RH03,2.4438,2.4443753437958837,1440,0.02354299844028782,547
20,B,3,24,56,RH03,2.4488,2.4661039433661647,1440,0.7066295069489059,548
21,A,2,24,33,RH04,2.4388,2.4420438900731347,1440,0.13301173007768724,549
22,B,2,24,33,RH04,2.4288,2.432692123723916,1440,0.1602488358002309,550
23,A,1,24,11,RH04,2.3825,2.406818331352006,1440,1.020706457586835,551
24,B,1,24,11,RH04,2.5488,2.5492368348505665,1440,0.017138843791845524,552
1,A,4,24,80,RH03,2.4073,2.418043228165478,5,0.44627708077421974,553
2,A,18,24,80,RH03,2.3836,2.394044528297448,10,0.4381829290756893,554
3,A,17,24,80,RH03,2.4041,2.3971505644651123,15,-0.28906599288248425,555
4,A,20,24,80,RH03,2.3681,2.3800283929797974,20,0.503711540044648,556
5,A,19,24,80,RH03,2.3895,2.400269945820199,30,0.4507196409373868,557
6,A,7,24,80,RH03,2.4102,2.42776702974142,61,0.7288619094440154,558
7,A,4,24,80,RH02,2.3848,2.4104291314856767,284,1.074686828483601,559
8,A,17,24,80,RH01,2.4199,2.440662004145008,5631,0.8579695088643267,560
9,A,18,24,80,RH01,2.4,2.410544001428005,5630,0.4393333928335482,561
10,A,20,24,80,RH01,2.4065,2.4110252362018394,5629,0.18804222737749982,562
11,A,17,24,80,RH01,2.493,2.5252097579685056,1440,1.2920079409749567,563
12,A,18,24,80,RH01,2.4084,2.4213515450294416,1440,0.5377655302043571,564
13,A,20,24,80,RH01,2.4395,2.4522873415228648,1440,0.5241787875738874,565
14,A,20,24,80,RH02,2.4218,2.4342180815921117,480,0.5127624738670225,566
15,A,18,24,80,RH03,2.3842,2.398014661059868,960,0.579425428230357,567
16,A,17,24,80,RH01,2.3832,2.394560520798908,2880,0.47669187642278504,568
17,A,20,24,80,RH02,2.4071,2.415474334549716,1440,0.3479013979359502,569
18,B,20,24,80,RH02,2.4422,2.451988392077841,1440,0.40080223068711684,570
19,A,3,24,56,RH03,2.4438,2.45252369563291,1440,0.35697256865988214,571
20,B,3,24,56,RH03,2.4488,2.458824405519476,1440,0.40935991177214365,572
21,A,2,24,33,RH04,2.4388,2.449616244686462,1440,0.4435068347737378,573
22,B,2,24,33,RH04,2.4288,2.4294195299294645,1440,0.025507655198644577,574
23,A,1,24,11,RH04,2.3825,2.402690545224116,1440,0.8474520555767475,575
24,B,1,24,11,RH04,2.5488,2.5525518328041903,1440,0.14719996877708474,576
1,A,4,24,80,RH03,2.4073,2.417343104464311,5,0.4171937217758901,577
2,A,18,24,80,RH03,2.3836,2.393338620655437,10,0.4085677402012438,578
3,A,17,24,80,RH03,2.4041,2.4064499234041867,15,0.0977464915846514,579
4,A,20,24,80,RH03,2.3681,2.374888276906348,20,0.28665499372272574,580
5,A,19,24,80,RH03,2.3895,2.393964237051778,30,0.18682724636025239,581
6,A,7,24,80,RH03,2.4102,2.435403006668219,61,1.0456811330270819,582
7,A,4,24,80,RH02,2.3848,2.403895177495934,284,0.8007035179442316,583
8,A,17,24,80,RH01,2.4199,2.441714588523129,5631,0.9014665284982394,584
9,A,18,24,80,RH01,2.4,2.417676038861112,5630,0.7365016192129963,585
10,A,20,24,80,RH01,2.4065,2.410862610737697,5629,0.18128446863483405,586
11,A,17,24,80,RH01,2.493,2.5020407129284936,1440,0.3626439201160743,587
12,A,18,24,80,RH01,2.4084,2.424459509079784,1440,0.6668123683683744,588
13,A,20,24,80,RH01,2.4395,2.443241257630624,1440,0.15336165733241083,589
14,A,20,24,80,RH02,2.4218,2.4395735787945747,480,0.7338995290517188,590
15,A,18,24,80,RH03,2.3842,2.3948788885571344,960,0.4479023805525754,591
16,A,17,24,80,RH01,2.3832,2.392912821154343,2880,0.40755375773510966,592
17,A,20,24,80,RH02,2.4071,2.424750975218388,1440,0.7332879904610522,593
18,B,20,24,80,RH02,2.4422,2.4544247450081325,1440,0.5005628125514827,594
19,A,3,24,56,RH03,2.4438,2.4650072705203847,1440,0.867798941009278,595
20,B,3,24,56,RH03,2.4488,2.460764053589602,1440,0.4885680165632944,596
21,A,2,24,33,RH04,2.4388,2.4558211260438,1440,0.6979303773905206,597
22,B,2,24,33,RH04,2.4288,2.442302442869653,1440,0.5559306188098361,598
23,A,1,24,11,RH04,2.3825,2.3859466657127864,1440,0.14466592708442863,599
24,B,1,24,11,RH04,2.5488,2.5653502444370115,1440,0.6493347629084897,600
1,A,4,24,80,RH03,2.4073,2.416042906618114,5,0.3631830938442953,601
2,A,18,24,80,RH03,2.3836,2.403495975172114,10,0.8347027677510558,602
3,A,17,24,80,RH03,2.4041,2.4115213820006987,15,0.30869689283717516,603
4,A,20,24,80,RH03,2.3681,2.3704079884122446,20,0.0974616110909402,604
5,A,19,24,80,RH03,2.3895,2.390766703769594,30,0.053011247942830055,605
6,A,7,24,80,RH03,2.4102,2.4271148555542,61,0.7018029854036928,606
7,A,4,24,80,RH02,2.3848,2.3880402562405005,284,0.13587119425112074,607
8,A,17,24,80,RH01,2.4199,2.4452227593229523,5631,1.0464382545953195,608
9,A,18,24,80,RH01,2.4,2.397490108263237,5630,-0.10457882236512377,609
10,A,20,24,80,RH01,2.4065,2.4312613667508702,5629,1.02893691048703,610
11,A,17,24,80,RH01,2.493,2.507541799637208,1440,0.583305240160767,611
12,A,18,24,80,RH01,2.4084,2.4202249084241143,1440,0.4909860664388986,612
13,A,20,24,80,RH01,2.4395,2.4481974096631887,1440,0.35652427395732256,613
14,A,20,24,80,RH02,2.4218,2.4372932435252137,480,0.639740834305621,614
15,A,18,24,80,RH03,2.3842,2.396328654027436,960,0.5087095892725402,615
16,A,17,24,80,RH01,2.3832,2.403480807135665,2880,0.8509905646049448,616
17,A,20,24,80,RH02,2.4071,2.420441792119283,1440,0.5542682945986084,617
18,B,20,24,80,RH02,2.4422,2.4529695326896785,1440,0.44097668862822026,618
19,A,3,24,56,RH03,2.4438,2.4560902688542514,1440,0.5029163128836828,619
20,B,3,24,56,RH03,2.4488,2.4504776688635133,1440,0.06850983598143552,620
21,A,2,24,33,RH04,2.4388,2.441617896177706,1440,0.11554437336830055,621
22,B,2,24,33,RH04,2.4288,2.4462852335915,1440,0.7199124502429232,622
23,A,1,24,11,RH04,2.3825,2.393573979103419,1440,0.46480499909420114,623
24,B,1,24,11,RH04,2.5488,2.564805477569072,1440,0.627961298221599,624
1,A,4,24,80,RH03,2.4073,2.415919869564774,5,0.3580720959071946,625
2,A,18,24,80,RH03,2.3836,2.390429218569593,10,0.28650858237929366,626
3,A,17,24,80,RH03,2.4041,2.418013814733341,15,0.578753576529298,627
4,A,20,24,80,RH03,2.3681,2.373463466275989,20,0.22648816671546543,628
5,A,19,24,80,RH03,2.3895,2.4048519598793394,30,0.6424758267143529,629
6,A,7,24,80,RH03,2.4102,2.4104223389911983,61,0.009224918728660181,630
7,A,4,24,80,RH02,2.3848,2.4045639510916827,284,0.828746691197708,631
8,A,17,24,80,RH01,2.4199,2.435914395943074,5631,0.661779244723899,632
9,A,18,24,80,RH01,2.4,2.41432341408706,5630,0.5968089202941784,633
10,A,20,24,80,RH01,2.4065,2.4261083375585946,5629,0.8148072951836569,634
11,A,17,24,80,RH01,2.493,2.518419683370136,1440,1.019642333338802,635
12,A,18,24,80,RH01,2.4084,2.428252706593769,1440,0.8243110195054406,636
13,A,20,24,80,RH01,2.4395,2.4387129619379992,1440,-0.03226226939948898,637
14,A,20,24,80,RH02,2.4218,2.4250967215058785,480,0.13612690997928573,638
15,A,18,24,80,RH03,2.3842,2.392128762641174,960,0.332554426691298,639
16,A,17,24,80,RH01,2.3832,2.395779180572587,2880,0.5278273150632438,640
17,A,20,24,80,RH02,2.4071,2.4233550910845136,1440,0.6752977061407437,641
18,B,20,24,80,RH02,2.4422,2.452722982295651,1440,0.4308812667124298,642
19,A,3,24,56,RH03,2.4438,2.450969745569745,1440,0.2933851202940016,643
20,B,3,24,56,RH03,2.4488,2.448204895326181,1440,-0.0243018896528532,644
21,A,2,24,33,RH04,2.4388,2.4447270162781543,1440,0.24303002616672845,645
22,B,2,24,33,RH04,2.4288,2.427753213989264,1440,-0.04309889701645718,646
23,A,1,24,11,RH04,2.3825,2.4024199047412544,1440,0.8360925389823548,647
24,B,1,24,11,RH04,2.5488,2.5773423504448627,1440,1.1198348416848223,648
1,A,4,24,80,RH03,2.4073,2.423380652548372,5,0.6679953702642744,649
2,A,18,24,80,RH03,2.3836,2.3973164461533174,10,0.5754508371084688,650
3,A,17,24,80,RH03,2.4041,2.4104105861819995,15,0.2624926659456521,651
4,A,20,24,80,RH03,2.3681,2.385389331476285,20,0.7300929638226838,652
5,A,19,24,80,RH03,2.3895,2.3977989402426143,30,0.34730865212866086,653
6,A,7,24,80,RH03,2.4102,2.423615244165775,61,0.556602944393614,654
7,A,4,24,80,RH02,2.3848,2.41551682882059,284,1.288025361480642,655
8,A,17,24,80,RH01,2.4199,2.431786113945969,5631,0.49118203008259526,656
9,A,18,24,80,RH01,2.4,2.420754767949257,5630,0.8647819978857182,657
10,A,20,24,80,RH01,2.4065,2.413937217798804,5629,0.3090470724622581,658
11,A,17,24,80,RH01,2.493,2.505701921079573,1440,0.5095034528508989,659
12,A,18,24,80,RH01,2.4084,2.4337180687525937,1440,1.0512401906906574,660
13,A,20,24,80,RH01,2.4395,2.44759694158758,1440,0.331909882663661,661
14,A,20,24,80,RH02,2.4218,2.447561523753271,480,1.06373456739907,662
15,A,18,24,80,RH03,2.3842,2.401660106493539,960,0.7323255806366551,663
16,A,17,24,80,RH01,2.3832,2.391571227539066,2880,0.3512599672317121,664
17,A,20,24,80,RH02,2.4071,2.4241837260060417,1440,0.7097223217166678,665
18,B,20,24,80,RH02,2.4422,2.464205537822937,1440,0.9010538785904884,666
19,A,3,24,56,RH03,2.4438,2.4449958144885957,1440,0.048932584032888804,667
20,B,3,24,56,RH03,2.4488,2.456154162063464,1440,0.30031697416956415,668
21,A,2,24,33,RH04,2.4388,2.4509371752593325,1440,0.4976699712699871,669
22,B,2,24,33,RH04,2.4288,2.445739537354262,1440,0.6974447197901118,670
23,A,1,24,11,RH04,2.3825,2.3853446261961198,1440,0.1193966923869849,671
24,B,1,24,11,RH04,2.5488,2.5686606394080265,1440,0.779215293786351,672
1,A,4,24,80,RH03,2.4073,2.4238607106359136,5,0.6879371343793194,673
2,A,18,24,80,RH03,2.3836,2.4037231668122963,10,0.8442342176664002,674
3,A,17,24,80,RH03,2.4041,2.422615816755253,15,0.7701766463646705,675
4,A,20,24,80,RH03,2.3681,2.383676273036863,20,0.6577540237685363,676
5,A,19,24,80,RH03,2.3895,2.401422417097409,30,0.49895028656241147,677
6,A,7,24,80,RH03,2.4102,2.41072329587412,61,0.021711719945220323,678
7,A,4,24,80,RH02,2.3848,2.4002746205869623,284,0.6488854657397884,679
