Run,Base_Cake,Desiccator,T_C,RH_pct,Initial_g,Final_g,Time_min,Pct_Change,RH_Sensor,Run_Global
286,A,18.41961153,24,74.44451936,2.387868923,2.621859728,242.5134659,9.711643545,RH01,286
287,A,-0.470627504,24,38.76928828,2.384600565,2.325123949,1612.101199,-2.252587651,RH04,287
288,A,15.59198785,24,74.70308656,2.418385538,2.714107684,929.6643784,12.22360301,RH03,288
289,A,7.617657688,24,33.91396662,2.442690733,2.728671299,2894.758816,11.74132926,RH02,289
290,A,18.56099039,24,70.780637,2.41885083,2.453747086,-845.8270551,1.229502982,RH03,290
291,A,1.927234109,24,46.038258,2.373320225,2.513668093,1924.716889,5.999620636,RH01,291
292,A,20.54657094,24,80.52892541,2.419416092,2.860489176,3252.249413,18.12027992,RH03,292
293,A,12.45008068,24,46.50814231,2.423234082,2.699783982,3476.245019,11.31632229,RH02,293
294,A,4.472499781,24,57.1043898,2.385774016,2.289491988,-573.8438243,-3.903921645,RH03,294
295,A,8.079395624,24,55.78115889,2.395476956,2.335337101,-95.9100855,-2.546271533,RH03,295
296,A,16.89668789,24,71.33658027,2.373925471,2.792933552,4509.593643,17.45597022,RH03,296
297,A,21.80116237,24,107.529146,2.410466569,2.675058429,1178.411745,10.89837688,RH03,297
298,A,17.82911042,24.00000001,66.86363418,2.330866242,2.352752384,1489.123113,1.215372593,RH03,298
299,A,22.29517748,24,92.06826594,2.394270847,2.970158954,2516.461446,23.98727819,RH03,299
300,A,20.71173501,24,84.50754837,2.430017911,2.921753464,2724.540664,20.29398399,RH03,300
301,A,18.39159043,24,75.43726673,2.413018778,2.991214363,2286.998462,24.0074214,RH04,301
302,A,9.647134796,23.99999999,41.6263932,2.415395664,2.997584502,4150.139175,24.12616142,RH02,302
303,A,7.234224194,23.99999999,68.35942751,2.432084406,2.618422782,2053.991405,7.643302597,RH02,303
304,A,20.32352762,24,99.16664855,2.41847335,3.020739777,3390.221699,24.98511008,RH01,304
305,A,14.48053909,24,73.87758361,2.403088729,2.880507847,4480.37914,19.73645641,RH01,305
306,A,1.28372939,24,45.7210636,2.482574658,2.81503235,3174.646538,13.49176864,RH03,306
307,A,22.15743949,24,72.4438094,2.416424587,2.976039216,3099.106485,23.12465276,RH01,307
308,A,12.62996366,24,58.38824606,2.409906679,2.731774482,1740.744752,13.47297141,RH02,308
309,A,5.719693348,24,76.56886315,2.353690962,2.363105586,-319.3172858,0.692175654,RH04,309
310,A,23.33481695,24,80.34079386,2.386250315,2.892552229,4167.281864,21.10925202,RH01,310
311,A,19.44369979,23.99999999,81.73578737,2.442256827,2.976996516,3237.65818,22.10058683,RH03,311
312,A,16.80766221,24,96.54916575,2.371187655,2.488569943,-309.3099845,5.157227271,RH03,312
313,A,19.01523252,24,96.15974725,2.385715471,2.571693462,983.96132,7.744359507,RH01,313
314,A,15.17306629,24,94.79467677,2.398926723,2.881115634,4864.045619,20.15410583,RH02,314
315,A,-3.627658727,24.00000001,45.45130295,2.433865812,2.487237158,1137.63446,2.205025736,RH02,315
316,A,17.42211204,24,62.1530202,2.425775376,2.626141916,784.3388322,8.154986517,RH02,316
317,A,28.78715906,24,82.21314979,2.36302275,2.826247904,4553.386528,19.35875393,RH01,317
318,A,9.076131614,24,46.11793484,2.391113647,2.555098248,2381.620502,6.845732054,RH02,318
319,A,15.78091503,24,86.10197428,2.420250365,2.911412715,2935.797963,20.222677,RH03,319
320,A,2.477868886,24,42.90618978,2.397563802,2.693636145,2367.858152,12.31821494,RH01,320
321,A,15.79621287,24,50.04733968,2.377065273,2.287672396,-1336.905141,-3.801840512,RH04,321
322,A,7.198718539,24,72.26356799,2.371466375,2.301954076,-422.0938341,-2.771315873,RH03,322
323,A,15.6283097,24,66.49579606,2.428125465,2.802425352,2702.188932,15.45285305,RH03,323
324,A,18.91703429,24.00000001,94.45643615,2.441899152,2.917920975,2585.904449,19.67227963,RH02,324
325,A,21.50398133,24,107.2484173,2.361972115,2.730196672,2795.222378,15.466713,RH03,325
326,A,31.90912895,24,97.0945453,2.406282893,2.703932267,-65.98113847,12.1827417,RH04,326
327,A,16.09594261,24.00000001,73.25596864,2.42716039,2.815479006,2052.008397,16.04273506,RH03,327
328,A,24.51641628,24,89.03699682,2.460626417,2.981837239,2591.809531,21.33327566,RH03,328
329,A,7.113288814,24,50.4394003,2.408276153,2.520551991,-59.87554892,4.703404408,RH02,329
330,A,24.33606628,24,82.97970501,2.394967685,2.641718288,1111.382702,10.16014934,RH01,330
331,A,16.59502605,24,82.59103258,2.414098559,2.413428948,-1229.584783,-0.129772502,RH02,331
332,A,10.04743998,24,67.06939641,2.412922683,2.884462094,4746.97039,19.52199498,RH04,332
333,A,20.7851558,24,77.88749217,2.388634912,2.869863481,2213.464498,20.17980082,RH01,333
334,A,6.256016185,24,52.3875345,2.424466084,2.576120651,1635.529254,6.27057735,RH04,334
335,A,15.09054688,24,84.45715488,2.402148952,2.46492177,1355.731719,2.571698293,RH01,335
336,A,-0.247933849,24,33.12729086,2.380683939,2.268870199,-1655.559679,-4.43837625,RH04,336
337,A,7.27771288,24,40.10176071,2.422422592,2.513024624,356.5217176,3.796945272,RH03,337
338,A,5.355560806,24,73.4128727,2.424620181,2.693067954,2101.957677,10.99205355,RH03,338
339,A,6.834831968,24,69.34923944,2.438183737,2.424312433,514.484419,-0.866959548,RH01,339
340,A,9.908867847,24,56.27072426,2.410822397,2.603289282,1493.237629,8.03284592,RH01,340
341,A,12.0454001,24,81.1734128,2.426939186,2.483794637,-407.3871872,2.013999646,RH04,341
342,A,9.994181636,24,67.64745385,2.434864092,2.755162517,978.9185931,13.0041851,RH03,342
343,A,19.84798676,24,75.87866166,2.415314705,2.873578953,2635.404989,18.98506752,RH01,343
344,A,17.62291314,24,80.58728204,2.453341076,3.136586549,5277.906206,28.31132104,RH03,344
345,A,26.17009561,24,93.47395465,2.418142623,2.632247629,-402.5920502,8.665410332,RH01,345
346,A,20.29163044,23.99999999,101.3237143,2.409381842,2.314284738,-2420.454967,-4.174073238,RH03,346
347,A,13.97041562,24,80.7112841,2.401517836,2.554072044,-1250.964039,6.460326224,RH03,347
348,A,18.43462125,24,89.78415552,2.385014555,2.593529963,1649.210728,8.690863646,RH01,348
349,A,4.297274918,24,72.85763454,2.400364056,2.430838513,750.4300947,1.357681888,RH04,349
350,A,3.888726635,24,61.63051437,2.458592085,2.532572507,-1679.961518,2.811549855,RH03,350
351,A,16.48894854,24,88.89648364,2.387932881,2.577529502,2521.18912,7.923374979,RH03,351
352,A,18.42930336,24,77.91942744,2.366781898,2.793516165,2939.520193,17.89154937,RH01,352
353,A,0.276749224,24,27.61096554,2.428801154,2.414327294,1518.755695,-0.735980016,RH03,353
354,A,-6.743333106,24,68.99070615,2.462439612,2.449431024,-273.298122,-0.811160058,RH01,354
355,A,13.57482333,24,65.26160311,2.449215099,2.597542743,691.7698435,5.92785874,RH03,355
356,A,10.32592391,24,63.24410754,2.43815404,3.069411217,6876.16864,26.12635686,RH03,356
357,A,0.197268165,24,34.8580732,2.35952248,2.028991328,-1793.709657,-13.50658919,RH02,357
358,A,26.21292753,23.99999999,96.33488068,2.425718892,3.029444232,4130.591201,24.81173399,RH02,358
359,A,10.72218388,24,70.95959696,2.433070946,2.627145362,65.16277949,7.991932348,RH01,359
360,A,0.776289382,24,46.53704477,2.365679076,2.568234648,3045.997057,8.461699239,RH03,360
361,A,7.334834876,24,60.10915591,2.43543064,2.560761289,898.1485386,4.948315452,RH03,361
362,A,16.50775261,24,74.50411144,2.376144078,2.237576452,-104.3541774,-5.784910149,RH03,362
363,A,6.743454705,24,68.2964393,2.427101386,2.695337641,2503.54972,11.07658932,RH01,363
364,A,29.81979396,24,84.85363454,2.389060217,2.647432354,1039.799271,10.59378697,RH02,364
365,A,16.4929144,24,95.5256448,2.350040253,2.66440485,1780.402535,13.33286083,RH02,365
366,A,3.847850986,24,52.72677295,2.450309908,2.793236739,3553.870691,13.99225812,RH01,366
367,A,5.330027707,24,80.31769525,2.418566181,2.653650486,1331.088748,9.652251446,RH03,367
368,A,12.75853608,24,86.70782127,2.446130044,2.762721924,1909.611917,12.93606602,RH01,368
369,A,3.65201457,24,52.53544836,2.458581203,2.522379941,251.3065229,2.264757393,RH03,369
370,A,17.19396922,24,72.56054362,2.396716842,2.706298499,2338.847464,12.93777549,RH02,370
371,A,17.67700524,24,80.21934641,2.410828573,2.713072434,-651.3707144,12.52955592,RH03,371
372,A,16.14551912,24,66.12259487,2.479660596,3.046370282,3265.828875,23.21289187,RH02,372
373,A,16.4011903,24,79.65640492,2.400905474,2.527501007,-217.5567369,5.262513027,RH01,373
374,A,22.64441262,24,96.57833846,2.404314885,2.88647068,3800.622592,20.00867579,RH03,374
375,A,22.02394622,24,100.4155411,2.399402676,2.968166392,3134.548756,23.66174779,RH01,375
376,A,12.65430126,24,55.71472321,2.427635317,2.520304336,-584.1090636,3.720857761,RH01,376
377,A,12.0849455,24,87.2807991,2.407243247,2.529182539,587.1256853,5.070884241,RH02,377
378,A,5.084162314,23.99999999,61.5594532,2.39954333,2.412869548,111.6119599,0.611728121,RH03,378
379,A,6.171368641,24,59.88798777,2.441336327,2.77737094,2930.997474,13.86787023,RH01,379
380,A,15.29045028,24,59.96236592,2.426681558,2.700805331,4003.953737,11.3395006,RH01,380
381,A,6.638718988,24,45.27302028,2.404394267,2.338727746,18.63645228,-2.794070177,RH03,381
382,A,10.21797022,24,82.26001591,2.388691135,2.594615565,417.829034,8.635415954,RH04,382
383,A,22.59436181,24,100.049531,2.416730581,2.73634707,975.6405932,13.07309824,RH01,383
384,A,15.93568571,24,79.68836572,2.398878648,2.620982459,752.5229508,9.282104149,RH03,384
385,A,10.01474297,24,69.26681192,2.427665613,2.733443747,1529.552957,12.63161041,RH01,385
386,A,22.75721527,24,95.34135813,2.428094812,2.719766228,761.4232707,11.84605078,RH02,386
387,A,10.592618,24.00000001,75.46768138,2.414149277,2.796586805,2116.704958,15.92387979,RH04,387
388,A,2.823273693,24,84.27987719,2.422119185,2.555833635,196.0239113,5.45891595,RH01,388
389,A,3.142332079,24,32.88093596,2.424599463,2.557800873,2472.214002,5.433043846,RH01,389
390,A,18.07329823,24,91.94039351,2.386607266,2.984639771,5232.276446,24.94886271,RH03,390
391,A,17.90449762,24.00000001,84.62278332,2.357114541,2.759859824,4970.830585,16.8591855,RH04,391
392,A,2.763940241,24,55.41963889,2.407961558,2.149437868,-2445.537028,-10.89652222,RH01,392
393,A,12.56872681,24,65.34589664,2.416858968,2.887435237,3739.711227,19.58328424,RH03,393
394,A,11.89354164,24.00000001,84.35737439,2.431234411,2.746223848,3392.17544,12.97113981,RH03,394
395,A,26.47315513,24,93.34177638,2.449282755,3.220806689,7313.078922,31.82865556,RH03,395
396,A,16.59273394,24,81.35892804,2.371552865,2.37035747,956.6631665,0.02172019,RH01,396
397,A,1.352480146,24,65.52708268,2.36745976,2.343400678,631.7031361,-0.72318262,RH04,397
398,A,12.81360838,24,77.84678358,2.374226921,2.615475223,2623.335307,10.17238702,RH03,398
399,A,11.98015578,24,84.18938239,2.418451458,2.581669046,800.3633599,6.727353745,RH03,399
400,A,11.72960374,24,58.18177609,2.419781221,2.563814454,304.5317107,5.876482854,RH03,400
401,A,14.62571154,24,80.69561916,2.397878724,2.639237021,2394.670383,10.07669696,RH04,401
402,A,6.016680277,24,49.39594275,2.371930787,2.225185874,627.8931662,-5.953386978,RH03,402
403,A,0.022797436,24,25.27810325,2.403902023,2.503110011,1982.263141,4.215097838,RH03,403
404,A,13.25309457,24,66.66826517,2.377728252,2.606022195,2011.561635,9.618671871,RH03,404
405,A,21.14014964,24,76.30892689,2.375075541,2.625546901,1998.533558,10.47790659,RH02,405
406,A,9.853965474,24,68.6108961,2.401603936,2.252575669,324.8055369,-6.122149197,RH03,406
407,A,7.014465602,24,65.97152512,2.426510897,2.404192183,-804.3676859,-0.952521523,RH01,407
408,A,31.47009538,24,108.9821417,2.423568688,3.111568098,5030.81927,28.47964253,RH04,408
409,A,11.30931,24,68.29102851,2.406387352,2.742891924,1985.460998,14.0161958,RH04,409
410,A,18.92213967,24,102.1021359,2.438709286,2.734676416,1121.492581,12.13989639,RH02,410
411,A,2.32998083,24,57.23503979,2.421388644,2.435176341,-564.6562069,0.476444819,RH03,411
412,A,16.19416908,24,80.75438867,2.428654863,2.837106331,4484.009494,16.89964014,RH01,412
413,A,9.44481785,24,49.38107159,2.37187939,2.564184845,2409.345698,8.201380906,RH02,413
414,A,26.2304282,24,94.72335913,2.442570012,3.16131169,5709.759508,29.62043346,RH01,414
415,A,14.69798872,24,73.45912955,2.389726139,2.396084571,227.681541,0.325537853,RH04,415
416,A,12.62641871,24,64.09841966,2.391887991,2.912058908,4481.448682,21.59787432,RH01,416
417,A,20.31092104,24,90.73434387,2.399712402,2.984652372,4017.924795,24.1931976,RH02,417
418,A,7.562275519,24,59.43628704,2.403987586,2.024095828,-4230.882511,-15.91884293,RH03,418
419,A,21.2673586,24,79.90092174,2.399091774,2.748865255,1629.536665,14.44925305,RH01,419
420,A,10.75990118,24,79.3535446,2.443576976,2.886885587,1565.475219,18.21731464,RH03,420
421,A,32.59451387,24,124.1443467,2.377930964,2.993636005,3977.645709,25.61736792,RH01,421
422,A,7.890373259,24,43.95121857,2.389095645,2.660151922,3599.658899,11.28953515,RH04,422
423,A,13.91016651,24,89.80706085,2.416469297,2.651916073,2738.844598,9.676198249,RH03,423
424,A,8.233489731,24,42.16315217,2.402684044,2.50256793,903.9964139,4.083405557,RH03,424
425,A,7.035386999,24.00000001,79.93665244,2.399958017,2.289365691,399.1646035,-4.529203362,RH01,425
426,A,15.29003478,24,86.81917221,2.399398344,2.77340983,3886.451831,15.70397038,RH03,426
427,A,16.88736055,24,71.28609313,2.413569171,2.727901982,4050.682719,12.99219816,RH01,427
428,A,9.848091506,24,35.31995547,2.393863863,2.524823755,3182.248349,5.512589038,RH01,428
429,A,14.60725981,24,62.21267387,2.402526144,2.559489129,860.1830263,6.47978219,RH03,429
430,A,10.97995673,24,57.44915307,2.41589707,2.888743741,3218.08803,19.63588039,RH03,430
431,A,22.15982567,24,83.251152,2.43247583,2.959913433,1807.333168,21.75278986,RH03,431
432,A,18.03370959,24,55.69422091,2.354124463,2.532940957,2802.362891,7.600357635,RH02,432
433,A,17.45191012,24,60.43214388,2.467521693,3.003078612,3744.192268,21.87134254,RH03,433
434,A,14.90454112,24,93.16099946,2.375971982,2.430643727,-1628.841569,2.425280136,RH01,434
435,A,21.71395966,24,65.61964837,2.373421248,2.901905425,4237.508889,22.15595302,RH02,435
436,A,15.87771663,24,52.402375,2.416447415,2.681498689,2440.568715,10.91584238,RH01,436
437,A,12.86586719,23.99999999,51.69337974,2.463658655,2.807061073,4757.502158,13.93286097,RH01,437
438,A,7.356231113,24.00000001,64.09067814,2.393631803,2.713859334,3070.154437,13.46154441,RH03,438
439,A,0.301921289,24,56.71585924,2.431046039,2.316337237,-491.7416702,-4.969722241,RH02,439
440,A,23.88801864,24,89.86826407,2.435556959,2.887295671,1255.050171,18.60027768,RH01,440
441,A,19.07753955,24,70.27425268,2.40154767,2.876537649,2063.132049,19.77182689,RH04,441
442,A,24.50269296,24,96.3105066,2.398866667,2.896363022,4033.581142,20.68716257,RH03,442
443,A,20.5805896,24,112.2958301,2.427408249,2.814862453,2985.982257,15.86339318,RH04,443
444,A,17.03003283,24,95.03199404,2.42782796,2.863005622,1947.188294,17.9808548,RH03,444
445,A,8.474160729,24,57.56051292,2.399447676,2.590740704,921.7735871,7.936448138,RH01,445
446,A,12.54908406,24,62.53482677,2.397591664,2.70082076,1186.572504,12.59624739,RH03,446
447,A,17.96244761,24.00000001,73.78983877,2.421714114,2.567250711,6.772762573,5.940427423,RH01,447
448,A,10.48340188,24,80.12789606,2.419052672,2.543901046,225.0312464,5.08212979,RH02,448
449,A,9.425699869,24.00000001,88.20488953,2.366117597,2.450657412,280.1566394,3.632717277,RH04,449
450,A,0.294143676,24,61.93684801,2.426480625,2.654424959,290.3784415,9.316125332,RH02,450
451,A,11.01457549,24,75.97699056,2.447515692,2.929737047,3458.992693,19.81012822,RH03,451
452,A,22.89167261,24,99.90066642,2.437948393,2.782095568,1708.462145,14.11950707,RH03,452
453,A,21.76025672,24,75.5206882,2.414803916,2.70492378,407.4051682,11.76714454,RH03,453
454,A,9.431481332,24.00000001,64.84722218,2.397839876,2.295086407,-2981.983063,-4.257463835,RH02,454
455,A,17.56473647,24,82.9371567,2.406291001,2.490002118,-1289.65988,3.38348361,RH03,455
456,A,13.30670273,24.00000001,86.07576722,2.388454706,2.569120858,3672.751142,7.616805624,RH02,456
457,A,15.64679135,24,78.26542868,2.446865684,3.133206305,4770.23204,28.2474472,RH02,457
458,A,15.9892699,24,61.09296305,2.394135855,2.397991033,-1522.530422,-0.012914455,RH01,458
459,A,22.3170423,24,90.84513829,2.417474686,2.877953027,2048.378655,19.01533012,RH04,459
460,A,12.34599644,24,79.31671574,2.483956737,2.786531624,1005.114203,12.10465769,RH01,460
461,A,16.18833452,24,74.70005488,2.358391763,2.426986893,-517.6865662,2.915474389,RH01,461
462,A,34.56550511,24,104.2782506,2.380546177,3.092449266,3948.933673,29.6546336,RH01,462
463,A,11.20787569,24,71.72415094,2.466309479,2.780044458,1579.983988,12.534886,RH03,463
464,A,11.86444541,24,74.78293956,2.421433205,2.420126183,398.9792197,-0.091500953,RH02,464
465,A,1.426080638,24.00000001,46.44921184,2.438485204,2.48229533,612.2740835,1.642268591,RH02,465
466,A,18.92102168,24,91.9664976,2.401705652,2.865037269,2250.300534,19.19311814,RH01,466
467,A,-0.290997201,24,30.97114365,2.354948101,2.32574457,1452.196327,-0.902845398,RH01,467
468,A,2.928930137,24.00000001,59.45825383,2.443389132,2.702160616,2212.289435,10.51650474,RH04,468
469,A,16.49975367,24,67.61371203,2.473285171,2.899020186,3050.783332,17.35856409,RH04,469
470,A,10.91907814,24,53.63832868,2.404673759,2.625610873,1893.351525,9.20877839,RH01,470
471,A,16.38492103,24,59.42298612,2.42635045,2.760863878,1498.979678,13.62734526,RH03,471
472,A,2.551153378,24,25.1075103,2.448093537,3.20021527,6518.341633,31.05976359,RH03,472
473,A,14.15349363,24,93.5689479,2.441757152,2.642314085,-900.8300511,8.075330616,RH02,473
474,A,-3.311570798,24.00000001,57.59767559,2.361074597,1.900880683,-4244.170154,-18.7681369,RH04,474
475,A,27.03933002,24.00000001,87.47921588,2.381411284,2.902131777,2651.367435,21.6915838,RH01,475
476,A,16.15814684,24,67.20063461,2.389666105,2.685929308,1464.004239,12.47327615,RH01,476
477,A,9.580579087,24,49.36479814,2.362535254,2.46472231,-343.8027762,4.356698174,RH01,477
478,A,19.38835197,24,101.2277328,2.402456717,2.676958684,2564.829676,11.39764395,RH04,478
479,A,18.84248812,24,74.77349036,2.430962097,2.72415667,2269.913687,12.02659541,RH04,479
480,A,-6.554640003,24,7.315345148,2.413552775,2.210394266,-697.939401,-8.46829479,RH03,480
481,A,8.310007515,24,47.51890715,2.405333557,2.435478177,1125.347397,1.234825359,RH03,481
482,A,9.897173546,24.00000001,84.86609386,2.426008604,2.679932138,573.2502121,10.43451806,RH01,482
483,A,9.07782906,24,50.1501166,2.406653588,2.690200547,1630.873344,11.67751173,RH02,483
484,A,10.99015863,24,74.94955085,2.411230716,2.540411571,1024.121319,5.354188991,RH04,484
485,A,21.26637881,24,81.73015328,2.416928204,2.686157658,-190.7590843,11.01881158,RH02,485
486,A,10.89250447,24,90.21139338,2.395807756,2.330296406,-459.8489697,-2.716408509,RH03,486
487,A,13.88141418,24,97.77630788,2.410741422,2.719944185,533.6289597,12.73766212,RH01,487
488,A,20.29794444,24,80.0774081,2.366230431,2.827001297,2642.21268,19.36046671,RH03,488
489,A,14.37209606,24,101.8319506,2.38696986,2.542627887,1021.853315,6.610483137,RH03,489
490,A,4.17963629,24,57.32658969,2.409526645,2.547158822,1858.804813,5.730621545,RH01,490
491,A,2.981446194,24,64.68757373,2.367883101,2.276076256,29.72642938,-3.563405957,RH04,491
492,A,22.91815453,24,70.65765846,2.382517193,2.718570967,2966.857644,14.0227179,RH01,492
493,A,6.188842217,24,80.68126123,2.450359816,2.875360774,3127.721016,17.40975547,RH04,493
494,A,18.7698886,24,63.67093369,2.420548059,2.792440847,3260.25581,15.29643863,RH01,494
495,A,-2.04492755,24,61.28575829,2.413324663,2.168582756,-2967.521591,-10.2465529,RH01,495
496,A,8.243301925,24,58.0717499,2.407795468,2.349618392,-207.8634587,-2.596352285,RH03,496
497,A,18.28630553,24.00000001,63.00610253,2.379520797,2.52388792,1758.378108,6.103759344,RH03,497
498,A,-2.056075884,24,61.3621797,2.450525838,2.670757555,243.9424517,9.198867009,RH01,498
499,A,15.56941127,24,68.7182325,2.434669637,2.666972841,2521.176025,9.511203281,RH01,499
500,A,3.676154656,24,51.2777458,2.397077665,2.523711777,2960.170128,5.352753049,RH01,500
501,A,19.29502346,24,77.12801819,2.420977797,2.406302818,-1243.078448,-0.733162428,RH02,501
502,A,19.37847254,24,75.2597935,2.420519984,2.848069296,1142.154223,17.53228159,RH01,502
503,A,25.4214294,24,104.2196402,2.369998224,2.805485058,4643.898012,18.4033819,RH03,503
504,A,33.16955591,24,122.6811997,2.437994617,3.235915874,2810.948966,32.85303311,RH01,504
505,A,16.15601139,24,88.83156093,2.409633367,2.663865858,1077.840253,10.37317742,RH01,505
506,A,21.10236756,24,97.75860213,2.440922394,2.657305477,-461.9855431,8.687706235,RH03,506
507,A,18.31561386,23.99999999,53.86721469,2.375935596,2.688870223,4010.015332,13.2037156,RH03,507
508,A,11.41893026,24,39.08827956,2.380499387,2.477396202,1864.430639,4.086463872,RH01,508
509,A,4.47443903,24,48.09618417,2.405545394,2.518643027,2290.812468,4.722094553,RH03,509
510,A,13.91809552,24,90.62936687,2.405745477,2.218613065,-3569.140246,-7.836940351,RH03,510
511,A,16.49491371,24,54.2018043,2.376543166,2.661134397,2295.086824,12.08306077,RH01,511
512,A,35.66722466,23.99999999,129.1031558,2.387692631,3.083171454,4205.419588,29.03314173,RH01,512
513,A,4.750213909,23.99999999,58.43118087,2.440657262,2.260710957,-2003.206336,-7.780416153,RH01,513
514,A,2.989812749,24,70.38399263,2.40915503,2.48602581,511.978966,3.14161278,RH01,514
515,A,10.56676543,24,71.56986677,2.402146307,2.538457873,376.8857809,5.726864667,RH02,515
516,A,20.94294025,24,93.5674494,2.452964093,2.947561726,3370.378639,20.36912481,RH03,516
517,A,1.919043923,24,53.31793791,2.469437102,2.771269144,2495.412052,12.32149843,RH03,517
518,A,3.948634856,24,72.73400655,2.454579685,2.479090352,94.94322514,0.814223872,RH01,518
519,A,15.155532,24,85.46348705,2.425535004,2.761831866,3053.661546,13.99101678,RH03,519
520,A,7.305801765,24,49.0275271,2.405351115,2.421506075,-28.65369793,0.582940326,RH03,520
521,A,7.227304618,24,71.97639908,2.402658476,2.256352807,-1275.786254,-6.052829739,RH03,521
522,A,14.76217672,24,64.19063367,2.476194015,2.848777345,3567.677134,15.04921947,RH03,522
523,A,14.69104882,23.99999999,75.9278661,2.410637885,2.635912605,1181.455292,9.247467167,RH02,523
524,A,12.75683835,24,80.85974175,2.434746622,2.821573437,2222.15381,16.05813259,RH03,524
525,A,7.123187387,24,77.5585347,2.4252929,2.591936942,1169.853231,6.927667903,RH03,525
526,A,20.14522255,24,85.29125059,2.415365221,2.584577781,-1151.703545,6.92040782,RH01,526
527,A,12.78576191,24,82.48501709,2.385197798,2.732278115,2995.670294,14.42757028,RH01,527
528,A,22.42766308,24,95.00071672,2.350659756,2.633242629,2066.651131,11.99532476,RH02,528
529,A,-0.33107443,24,50.29705113,2.460834402,2.671457771,1912.37636,8.372085112,RH01,529
530,A,6.229580209,24,47.00898772,2.364223956,2.618247616,2759.988838,10.79684622,RH03,530
531,A,8.151208026,24,65.8777821,2.410396739,2.652846096,1440.62047,10.21461075,RH03,531
532,A,25.00503185,24,92.65028837,2.47309213,3.306712217,4170.729367,34.30354591,RH01,532
533,A,4.91018901,24,63.50391436,2.372184178,2.373946615,-162.1186758,0.218440107,RH01,533
534,A,8.572913387,24,71.01462087,2.371569565,2.490241465,959.980797,5.118692568,RH02,534
535,A,17.61637902,24,71.458158,2.41224802,2.580508426,390.6857983,6.864955446,RH01,535
536,A,8.889679751,24,73.72103714,2.356064003,2.47045175,348.6616176,5.017481443,RH02,536
537,A,16.06277726,23.99999999,67.89397272,2.400816303,3.082222209,7061.06851,28.35970225,RH04,537
538,A,11.14098748,24,56.63984056,2.403197029,2.53734933,335.042076,5.594177941,RH03,538
539,A,11.06820966,24,59.32052161,2.462776356,2.826310991,3079.556746,14.78468168,RH01,539
540,A,20.02065104,24,77.54312555,2.401479511,2.661434524,1937.023419,10.71883435,RH01,540
541,A,11.80040038,24,52.99585763,2.41807567,2.706446422,2465.972452,11.9096226,RH03,541
542,A,23.28927359,24,95.69493565,2.436545677,2.952111593,3021.98564,21.1461851,RH01,542
543,A,20.24160254,24,95.20738073,2.331496271,2.648278164,1767.336167,13.66356175,RH03,543
544,A,24.45634004,24,103.1642354,2.351536247,2.685795482,1467.177359,14.21515498,RH01,544
545,A,15.13322324,24,48.19436807,2.358821109,2.588387418,2258.328209,9.903163679,RH01,545
546,A,23.4872269,24,71.41679937,2.44064599,2.898413925,3151.816833,18.76735644,RH02,546
547,A,11.54270977,24,72.33419644,2.382726671,2.343204921,-590.5783755,-1.6968024,RH03,547
548,A,14.06055544,23.99999999,76.00420985,2.435741077,2.724224861,1879.052609,11.74132046,RH03,548
549,A,16.59598014,24,65.86535612,2.400732592,2.770693832,2436.211618,15.4069127,RH02,549
550,A,13.05838773,24,61.15965736,2.417526204,2.481278643,-721.8021942,2.60830471,RH03,550
551,A,17.24597141,24,92.18412902,2.435220571,2.691313454,1539.357995,10.55804385,RH03,551
552,A,14.81063767,24,88.04288152,2.416001115,3.186751481,4169.044665,32.03138201,RH01,552
553,A,13.55849946,24,71.23305352,2.442873877,2.705124959,716.6222814,10.69279944,RH02,553
554,A,21.36904845,24,87.05576392,2.369720376,2.884162731,3365.853204,21.48254309,RH01,554
555,A,20.66281128,24,81.34265597,2.398129422,2.758996807,3175.976871,15.04970196,RH03,555
556,A,16.37492662,24,95.77602168,2.42382741,2.783187541,328.5142064,14.83452926,RH02,556
557,A,30.30893679,24,98.77474954,2.382448749,2.941352155,3502.536056,23.30876894,RH01,557
558,A,10.76144835,24,70.76432465,2.422883563,2.580403564,1034.089144,6.488515462,RH03,558
559,A,16.20842631,24,58.22648781,2.371827721,2.527818261,593.1646085,6.610932189,RH03,559
560,A,0.128313303,23.99999999,53.45968274,2.402877822,2.351751725,-689.6531378,-2.02451797,RH01,560
561,A,24.00512225,24,94.83685673,2.391108212,2.996503226,4043.557257,25.28300878,RH03,561
562,A,16.28885127,24,88.28646573,2.441826924,2.922491844,243.8220868,19.71961769,RH03,562
563,A,16.55809912,24,81.87126714,2.4140273,2.873547652,2881.02247,18.96551978,RH03,563
564,A,2.558502306,24,40.70701517,2.406834079,2.691662627,2155.701978,11.89513371,RH01,564
565,A,15.73610641,24,59.11353438,2.385096269,2.478382629,-30.23967734,3.976744442,RH04,565
566,A,8.577685606,23.99999999,64.90509531,2.394569731,2.167821977,-550.6687257,-9.47057943,RH04,566
567,A,18.32949316,24,96.25256176,2.411343309,2.7123492,624.7736326,12.40289292,RH03,567
568,A,9.330242435,24,62.2429694,2.381046837,2.628944537,2632.018583,10.34457844,RH04,568
569,A,14.04111528,24,57.04667998,2.388912611,2.839259122,2738.171934,18.93629663,RH03,569
570,A,14.12704512,24,92.36521984,2.351091436,2.567682208,1324.765672,9.297689113,RH04,570
