Run,Base_Cake,Desiccator,T_C,RH_pct,RH_Sensor,Initial_g,Final_g,Time_min,Pct_Change,Run_Global
3,A,17,24,80,RH03,2.4041,2.425107795982678,15,0.873832036216386,339
4,A,20,24,80,RH03,2.3681,2.3770809554147525,20,0.37924730436858856,340
5,A,19,24,80,RH03,2.3895,2.389644795128212,30,0.006059641272736838,341
6,A,7,24,80,RH03,2.4102,2.4325223495886403,61,0.9261617122496238,342
7,A,4,24,80,RH02,2.3848,2.3963814961311245,284,0.48563804642421465,343
8,A,17,24,80,RH01,2.4199,2.441469655080034,5631,0.8913448935920385,344
9,A,18,24,80,RH01,2.4,2.4010001208566805,5630,0.04167170236168993,345
10,A,20,24,80,RH01,2.4065,2.414686612021785,5629,0.3401874931138682,346
11,A,17,24,80,RH01,2.493,2.506002817630192,1440,0.5215731099154549,347
12,A,18,24,80,RH01,2.4084,2.4212631241860687,1440,0.5340941781294226,348
13,A,20,24,80,RH01,2.4395,2.448891595846979,1440,0.3849803585562269,349
14,A,20,24,80,RH02,2.4218,2.4389186138984775,480,0.7068549797042496,350
15,A,18,24,80,RH03,2.3842,2.388961578116798,960,0.19971387118522171,351
16,A,17,24,80,RH01,2.3832,2.3945746836338917,2880,0.47728615449361195,352
17,A,20,24,80,RH02,2.4071,2.4204856108452812,1440,0.5560886895135697,353
18,B,20,24,80,RH02,2.4422,2.4626258826068828,1440,0.8363722302384168,354
19,A,3,24,56,RH03,2.4438,2.4482625589678997,1440,0.18260737244863928,355
20,B,3,24,56,RH03,2.4488,2.4634066074418,1440,0.5964802124224282,356
21,A,2,24,33,RH04,2.4388,2.453913102237247,1440,0.6196942035938775,357
22,B,2,24,33,RH04,2.4288,2.4490962255544697,1440,0.8356482853454461,358
23,A,1,24,11,RH04,2.3825,2.395715784448608,1440,0.5547023902878576,359
24,B,1,24,11,RH04,2.5488,2.568581618641738,1440,0.776114981235798,360
1,A,4,24,80,RH03,2.4073,2.4347004754387056,5,1.1382243774645961,361
2,A,18,24,80,RH03,2.3836,2.408546811296143,10,1.0466022527329613,362
3,A,17,24,80,RH03,2.4041,2.4148057158719247,15,0.44531075545627796,363
4,A,20,24,80,RH03,2.3681,2.3873164515068654,20,0.8114712852863066,364
5,A,19,24,80,RH03,2.3895,2.406551777494601,30,0.7136127848755442,365
6,A,7,24,80,RH03,2.4102,2.4326290673398936,61,0.9305894672597046,366
7,A,4,24,80,RH02,2.3848,2.3902975115936256,284,0.2305229618259687,367
8,A,17,24,80,RH01,2.4199,2.4374640077841505,5631,0.7258154379995319,368
9,A,18,24,80,RH01,2.4,2.420100656305317,5630,0.8375273460548763,369
10,A,20,24,80,RH01,2.4065,2.4063165802777684,5629,-0.0076218459269342675,370
11,A,17,24,80,RH01,2.493,2.4971140095837727,1440,0.16502244620026751,371
12,A,18,24,80,RH01,2.4084,2.4061898196692475,1440,-0.09176965332803011,372
13,A,20,24,80,RH01,2.4395,2.450213746082117,1440,0.4391779496666327,373
14,A,20,24,80,RH02,2.4218,2.43960659150526,480,0.7352626767387886,374
15,A,18,24,80,RH03,2.3842,2.407343599050822,960,0.9707071156288084,375
16,A,17,24,80,RH01,2.3832,2.396122388042089,2880,0.5422284341259326,376
17,A,20,24,80,RH02,2.4071,2.431377641439234,1440,1.0085846636713875,377
18,B,20,24,80,RH02,2.4422,2.435678470657316,1440,-0.2670350234495246,378
19,A,3,24,56,RH03,2.4438,2.456100517600309,1440,0.5033356903310144,379
20,B,3,24,56,RH03,2.4488,2.4631745702453265,1440,0.5870046653596336,380
21,A,2,24,33,RH04,2.4388,2.4363555266192685,1440,-0.10023263001196292,381
22,B,2,24,33,RH04,2.4288,2.431491963927584,1440,0.11083514194598637,382
23,A,1,24,11,RH04,2.3825,2.3996754845427626,1440,0.7209017646490116,383
24,B,1,24,11,RH04,2.5488,2.55673583442113,1440,0.3113557133211631,384
1,A,4,24,80,RH03,2.4073,2.4161068645096866,5,0.36583992479899197,385
2,A,18,24,80,RH03,2.3836,2.3884204959476762,10,0.20223594343331458,386
3,A,17,24,80,RH03,2.4041,2.4161492595467364,15,0.5011962708180484,387
4,A,20,24,80,RH03,2.3681,2.387199737587537,20,0.8065426961503714,388
5,A,19,24,80,RH03,2.3895,2.3948592228368435,30,0.22428218609933692,389
6,A,7,24,80,RH03,2.4102,2.4263775987351033,61,0.6712139546553533,390
7,A,4,24,80,RH02,2.3848,2.393407284895116,284,0.3609227144882678,391
8,A,17,24,80,RH01,2.4199,2.4267274610996252,5631,0.28213815032129674,392
9,A,18,24,80,RH01,2.4,2.4117093814083272,5630,0.48789089201363267,393
10,A,20,24,80,RH01,2.4065,2.411539868053293,5629,0.2094273032741878,394
11,A,17,24,80,RH01,2.493,2.5018228568453083,1440,0.3539052083958454,395
12,A,18,24,80,RH01,2.4084,2.412268772650467,1440,0.1606366322233455,396
13,A,20,24,80,RH01,2.4395,2.4665642408852486,1440,1.1094175398749169,397
14,A,20,24,80,RH02,2.4218,2.4346495638104955,480,0.5305790655915186,398
15,A,18,24,80,RH03,2.3842,2.391592983331532,960,0.3100823476022243,399
16,A,17,24,80,RH01,2.3832,2.3971225107697856,2880,0.5841939732202666,400
17,A,20,24,80,RH02,2.4071,2.4188057654547674,1440,0.48630158509275107,401
18,B,20,24,80,RH02,2.4422,2.458319889832578,1440,0.660056090106383,402
19,A,3,24,56,RH03,2.4438,2.462061352025441,1440,0.7472523130141915,403
20,B,3,24,56,RH03,2.4488,2.45470538645639,1440,0.2411542982844905,404
21,A,2,24,33,RH04,2.4388,2.4494693717629596,1440,0.4374844908545068,405
22,B,2,24,33,RH04,2.4288,2.419207659594577,1440,-0.39494155160668265,406
23,A,1,24,11,RH04,2.3825,2.4046587338265595,1440,0.9300622802333574,407
24,B,1,24,11,RH04,2.5488,2.5685349182434805,1440,0.7742827308333433,408
1,A,4,24,80,RH03,2.4073,2.4239817967314927,5,0.69296708891673,409
2,A,18,24,80,RH03,2.3836,2.3982204076051095,10,0.6133750463630608,410
3,A,17,24,80,RH03,2.4041,2.438807132054822,15,1.4436642425365713,411
4,A,20,24,80,RH03,2.3681,2.388367916043305,20,0.8558724734303731,412
5,A,19,24,80,RH03,2.3895,2.40100842274547,30,0.48162472255577005,413
6,A,7,24,80,RH03,2.4102,2.4158239092901947,61,0.2333378678198723,414
7,A,4,24,80,RH02,2.3848,2.385707800446349,284,0.0380661039227283,415
8,A,17,24,80,RH01,2.4199,2.4339605649573057,5631,0.5810390907601669,416
9,A,18,24,80,RH01,2.4,2.407034274633953,5630,0.29309477641470905,417
10,A,20,24,80,RH01,2.4065,2.4087458393435592,5629,0.09332388712069778,418
11,A,17,24,80,RH01,2.493,2.50112788139875,1440,0.326028134727242,419
12,A,18,24,80,RH01,2.4084,2.413109279364285,1440,0.19553559891568156,420
13,A,20,24,80,RH01,2.4395,2.4645327460562787,1440,1.0261424905217695,421
14,A,20,24,80,RH02,2.4218,2.4407988254901407,480,0.7844919270848352,422
15,A,18,24,80,RH03,2.3842,2.396540814885719,960,0.5176082076050148,423
16,A,17,24,80,RH01,2.3832,2.406173648615408,2880,0.9639832416670078,424
17,A,20,24,80,RH02,2.4071,2.4201756197600157,1440,0.5432104922942855,425
18,B,20,24,80,RH02,2.4422,2.461851904311556,1440,0.8046803829152445,426
19,A,3,24,56,RH03,2.4438,2.4604587250942695,1440,0.6816730131053976,427
20,B,3,24,56,RH03,2.4488,2.455055439169897,1440,0.2554491657096262,428
21,A,2,24,33,RH04,2.4388,2.445075386610936,1440,0.2573145239845729,429
22,B,2,24,33,RH04,2.4288,2.4414611721092023,1440,0.5212933180666253,430
23,A,1,24,11,RH04,2.3825,2.40853655543776,1440,1.0928249921410391,431
24,B,1,24,11,RH04,2.5488,2.5592291099071303,1440,0.409177256243343,432
1,A,4,24,80,RH03,2.4073,2.415119084430059,5,0.32480722926345196,433
2,A,18,24,80,RH03,2.3836,2.392511383805775,10,0.3738623848705912,434
3,A,17,24,80,RH03,2.4041,2.412328797300212,15,0.3422818227283393,435
4,A,20,24,80,RH03,2.3681,2.3742760703749637,20,0.2608027690960552,436
5,A,19,24,80,RH03,2.3895,2.4022732272899225,30,0.5345564883834482,437
6,A,7,24,80,RH03,2.4102,2.4167247720882785,61,0.2707149650766887,438
7,A,4,24,80,RH02,2.3848,2.399135916314359,284,0.6011370477339517,439
8,A,17,24,80,RH01,2.4199,2.432118766396832,5631,0.5049285671652589,440
9,A,18,24,80,RH01,2.4,2.4107595740625616,5630,0.4483155859400771,441
10,A,20,24,80,RH01,2.4065,2.4124616441418905,5629,0.24773090138752069,442
11,A,17,24,80,RH01,2.493,2.501649927218679,1440,0.3469686008295002,443
12,A,18,24,80,RH01,2.4084,2.426381532684836,1440,0.7466173677477268,444
13,A,20,24,80,RH01,2.4395,2.4558513624376284,1440,0.6702751562873143,445
14,A,20,24,80,RH02,2.4218,2.4272910301244406,480,0.22673342656043471,446
15,A,18,24,80,RH03,2.3842,2.397308324247813,960,0.5497996916287677,447
16,A,17,24,80,RH01,2.3832,2.400964757377259,2880,0.7454161370115368,448
17,A,20,24,80,RH02,2.4071,2.407561643643438,1440,0.019178415663588466,449
18,B,20,24,80,RH02,2.4422,2.452698649291368,1440,0.42988491079223307,450
19,A,3,24,56,RH03,2.4438,2.4606910470789236,1440,0.6911796005779478,451
20,B,3,24,56,RH03,2.4488,2.4445362360905953,1440,-0.17411646150785898,452
21,A,2,24,33,RH04,2.4388,2.439574008507472,1440,0.03173726863505122,453
22,B,2,24,33,RH04,2.4288,2.4435557794734457,1440,0.6075337398487209,454
23,A,1,24,11,RH04,2.3825,2.388425396922066,1440,0.24870501246867743,455
24,B,1,24,11,RH04,2.5488,2.55260440191373,1440,0.14926247307478685,456
1,A,4,24,80,RH03,2.4073,2.4193407383021492,5,0.5001760604058051,457
2,A,18,24,80,RH03,2.3836,2.3873349853587387,10,0.156695140071263,458
3,A,17,24,80,RH03,2.4041,2.4119000824396983,15,0.3244491676593523,459
4,A,20,24,80,RH03,2.3681,2.3807508543806333,20,0.5342196013949242,460
5,A,19,24,80,RH03,2.3895,2.3957575267909617,30,0.2618759904148143,461
6,A,7,24,80,RH03,2.4102,2.4199524726818917,61,0.4046333367310524,462
7,A,4,24,80,RH02,2.3848,2.4044003812742436,284,0.8218878427643321,463
8,A,17,24,80,RH01,2.4199,2.428295418094823,5631,0.3469324391430554,464
9,A,18,24,80,RH01,2.4,2.418496983206869,5630,0.7707076336195425,465
10,A,20,24,80,RH01,2.4065,2.410857881362799,5629,0.18108794360271457,466
11,A,17,24,80,RH01,2.493,2.509926005446628,1440,0.6789412533745849,467
12,A,18,24,80,RH01,2.4084,2.431339301597977,1440,0.9524705861973701,468
13,A,20,24,80,RH01,2.4395,2.434096669725818,1440,-0.2214933500381867,469
14,A,20,24,80,RH02,2.4218,2.428603597210905,480,0.280931423358857,470
15,A,18,24,80,RH03,2.3842,2.4007254060968712,960,0.6931216381541621,471
16,A,17,24,80,RH01,2.3832,2.394140946707947,2880,0.45908638418710224,472
17,A,20,24,80,RH02,2.4071,2.422297075695376,1440,0.6313437620113926,473
18,B,20,24,80,RH02,2.4422,2.452583743490904,1440,0.4251798988987059,474
19,A,3,24,56,RH03,2.4438,2.4553664279164464,1440,0.47329682938237616,475
20,B,3,24,56,RH03,2.4488,2.4691221667084133,1440,0.8298826653223254,476
21,A,2,24,33,RH04,2.4388,2.453951796116807,1440,0.6212807986225607,477
22,B,2,24,33,RH04,2.4288,2.4358761324582816,1440,0.29134273955375845,478
23,A,1,24,11,RH04,2.3825,2.3917972903525593,1440,0.39023254365411375,479
24,B,1,24,11,RH04,2.5488,2.560845503506844,1440,0.4725950842295805,480
1,A,4,24,80,RH03,2.4073,2.4219106850390206,5,0.6069324570689238,481
2,A,18,24,80,RH03,2.3836,2.4108354960309537,10,1.1426202395936316,482
3,A,17,24,80,RH03,2.4041,2.4228841326985604,15,0.7813374110295077,483
4,A,20,24,80,RH03,2.3681,2.37809795102042,20,0.42219294034964766,484
5,A,19,24,80,RH03,2.3895,2.410536302001032,30,0.8803641766491834,485
6,A,7,24,80,RH03,2.4102,2.4197824102078305,61,0.3975773880935346,486
7,A,4,24,80,RH02,2.3848,2.382619401825523,284,-0.09143736055335616,487
8,A,17,24,80,RH01,2.4199,2.4251650758086334,5631,0.21757410672477878,488
9,A,18,24,80,RH01,2.4,2.3990102981686134,5630,-0.04123757630775671,489
10,A,20,24,80,RH01,2.4065,2.4164760484019636,5629,0.4145459547876074,490
11,A,17,24,80,RH01,2.493,2.5061013510579584,1440,0.5255255137568655,491
12,A,18,24,80,RH01,2.4084,2.433036274868651,1440,1.022931193682585,492
13,A,20,24,80,RH01,2.4395,2.454578017984893,1440,0.6180782121292488,493
14,A,20,24,80,RH02,2.4218,2.4328015070179925,480,0.4542698413573407,494
15,A,18,24,80,RH03,2.3842,2.4025302463599725,960,0.7688216743550468,495
16,A,17,24,80,RH01,2.3832,2.3797839069947173,2880,-0.14334059270236554,496
17,A,20,24,80,RH02,2.4071,2.4213183634084694,1440,0.5906843674325698,497
18,B,20,24,80,RH02,2.4422,2.4478316439646908,1440,0.23059716504344097,498
19,A,3,24,56,RH03,2.4438,2.4648930783923673,1440,0.8631262129620787,499
20,B,3,24,56,RH03,2.4488,2.4601407088746634,1440,0.46311290732864246,500
21,A,2,24,33,RH04,2.4388,2.45611144524518,1440,0.7098345598318855,501
22,B,2,24,33,RH04,2.4288,2.4537850279069287,1440,1.0286984480784278,502
23,A,1,24,11,RH04,2.3825,2.396663156640581,1440,0.5944661758901009,503
24,B,1,24,11,RH04,2.5488,2.553213871891828,1440,0.17317450925251365,504
1,A,4,24,80,RH03,2.4073,2.4258145622335014,5,0.7691007449632736,505
2,A,18,24,80,RH03,2.3836,2.3898730357776907,10,0.2631748522273399,506
3,A,17,24,80,RH03,2.4041,2.4171174771726975,15,0.5414698711658178,507
4,A,20,24,80,RH03,2.3681,2.3770206982009467,20,0.37670276597046504,508
5,A,19,24,80,RH03,2.3895,2.405358966880863,30,0.6636939477239175,509
6,A,7,24,80,RH03,2.4102,2.4251456172184875,61,0.6200986315860845,510
7,A,4,24,80,RH02,2.3848,2.4046239357771984,284,0.8312619832773698,511
8,A,17,24,80,RH01,2.4199,2.4287809139492342,5631,0.3669950803435759,512
9,A,18,24,80,RH01,2.4,2.4105369004658876,5630,0.43903751941198865,513
10,A,20,24,80,RH01,2.4065,2.4119476153539097,5629,0.2263708852653078,514
11,A,17,24,80,RH01,2.493,2.502640730707891,1440,0.3867120219771666,515
12,A,18,24,80,RH01,2.4084,2.4236497515223476,1440,0.6331901479134556,516
13,A,20,24,80,RH01,2.4395,2.457725421190919,1440,0.7470965849936055,517
14,A,20,24,80,RH02,2.4218,2.42769346005372,480,0.24335040274671238,518
15,A,18,24,80,RH03,2.3842,2.402817783304148,960,0.7808817760316981,519
16,A,17,24,80,RH01,2.3832,2.4052849084353123,2880,0.9266913576414852,520
17,A,20,24,80,RH02,2.4071,2.422602457466649,1440,0.6440304709671103,521
18,B,20,24,80,RH02,2.4422,2.4583972175207065,1440,0.6632224027805413,522
19,A,3,24,56,RH03,2.4438,2.4473826985081426,1440,0.14660358900657494,523
20,B,3,24,56,RH03,2.4488,2.4638128396388908,1440,0.6130692436658992,524
21,A,2,24,33,RH04,2.4388,2.456269360888149,1440,0.7163096969062174,525
22,B,2,24,33,RH04,2.4288,2.443199715301402,1440,0.592873653713855,526
23,A,1,24,11,RH04,2.3825,2.386844567034435,1440,0.1823532858104871,527
24,B,1,24,11,RH04,2.5488,2.5755093021371502,1440,1.0479167505159335,528
1,A,4,24,80,RH03,2.4073,2.4206079982671573,5,0.5528184383814678,529
2,A,18,24,80,RH03,2.3836,2.4011845319741747,10,0.7377299871696076,530
3,A,17,24,80,RH03,2.4041,2.4200705028820546,15,0.664302769521014,531
4,A,20,24,80,RH03,2.3681,2.3820046592736865,20,0.5871652072837394,532
5,A,19,24,80,RH03,2.3895,2.39625888386614,30,0.28285766336640644,533
6,A,7,24,80,RH03,2.4102,2.426142039103108,61,0.6614405071407987,534
7,A,4,24,80,RH02,2.3848,2.4106657160575806,284,1.08460734894251,535
8,A,17,24,80,RH01,2.4199,2.442250825909072,5631,0.9236260138464933,536
9,A,18,24,80,RH01,2.4,2.4239509437118034,5630,0.9979559879918192,537
10,A,20,24,80,RH01,2.4065,2.415323078424005,5629,0.36663529707064446,538
11,A,17,24,80,RH01,2.493,2.4985623455492862,1440,0.22311855392242574,539
12,A,18,24,80,RH01,2.4084,2.420014844344896,1440,0.4822639239701056,540
13,A,20,24,80,RH01,2.4395,2.4525932227705844,1440,0.5367174736866084,541
14,A,20,24,80,RH02,2.4218,2.442343099058299,480,0.8482574555412845,542
15,A,18,24,80,RH03,2.3842,2.3844923174895016,960,0.012260611085554207,543
16,A,17,24,80,RH01,2.3832,2.4065283129640154,2880,0.9788650958381842,544
17,A,20,24,80,RH02,2.4071,2.4184758975619913,1440,0.4725976304263032,545
18,B,20,24,80,RH02,2.4422,2.4453990981861677,1440,0.13099247343246573,546
19,A,3,24,56,RH03,2.4438,2.4443753437958833,1440,0.023542998440269247,547
20,B,3,24,56,RH03,2.4488,2.4661039433661647,1440,0.7066295069489041,548
21,A,2,24,33,RH04,2.4388,2.4420438900731347,1440,0.13301173007768385,549
22,B,2,24,33,RH04,2.4288,2.432692123723916,1440,0.16024883580023833,550
23,A,1,24,11,RH04,2.3825,2.406818331352006,1440,1.0207064575868179,551
24,B,1,24,11,RH04,2.5488,2.5492368348505665,1440,0.017138843791847214,552
1,A,4,24,80,RH03,2.4073,2.418043228165478,5,0.44627708077421674,553
2,A,18,24,80,RH03,2.3836,2.394044528297448,10,0.4381829290756989,554
3,A,17,24,80,RH03,2.4041,2.3971505644651123,15,-0.2890659928824715,555
4,A,20,24,80,RH03,2.3681,2.3800283929797974,20,0.5037115400446563,556
5,A,19,24,80,RH03,2.3895,2.400269945820199,30,0.45071964093739664,557
6,A,7,24,80,RH03,2.4102,2.4277670297414202,61,0.7288619094440255,558
7,A,4,24,80,RH02,2.3848,2.4104291314856767,284,1.0746868284836035,559
8,A,17,24,80,RH01,2.4199,2.440662004145008,5631,0.8579695088643272,560
9,A,18,24,80,RH01,2.4,2.410544001428005,5630,0.4393333928335509,561
10,A,20,24,80,RH01,2.4065,2.4110252362018394,5629,0.18804222737749893,562
11,A,17,24,80,RH01,2.493,2.5252097579685056,1440,1.292007940974958,563
12,A,18,24,80,RH01,2.4084,2.4213515450294416,1440,0.5377655302043465,564
13,A,20,24,80,RH01,2.4395,2.4522873415228648,1440,0.5241787875738839,565
14,A,20,24,80,RH02,2.4218,2.4342180815921113,480,0.512762473866999,566
15,A,18,24,80,RH03,2.3842,2.398014661059868,960,0.5794254282303565,567
16,A,17,24,80,RH01,2.3832,2.3945605207989082,2880,0.4766918764228173,568
17,A,20,24,80,RH02,2.4071,2.4154743345497156,1440,0.3479013979359291,569
18,B,20,24,80,RH02,2.4422,2.451988392077841,1440,0.40080223068712206,570
19,A,3,24,56,RH03,2.4438,2.45252369563291,1440,0.35697256865987054,571
20,B,3,24,56,RH03,2.4488,2.4588244055194757,1440,0.40935991177213615,572
21,A,2,24,33,RH04,2.4388,2.449616244686462,1440,0.4435068347737434,573
22,B,2,24,33,RH04,2.4288,2.4294195299294645,1440,0.025507655198634183,574
23,A,1,24,11,RH04,2.3825,2.402690545224116,1440,0.8474520555767385,575
24,B,1,24,11,RH04,2.5488,2.5525518328041903,1440,0.14719996877708097,576
1,A,4,24,80,RH03,2.4073,2.417343104464311,5,0.4171937217758954,577
2,A,18,24,80,RH03,2.3836,2.3933386206554372,10,0.4085677402012626,578
3,A,17,24,80,RH03,2.4041,2.4064499234041867,15,0.09774649158465365,579
4,A,20,24,80,RH03,2.3681,2.374888276906348,20,0.28665499372273745,580
5,A,19,24,80,RH03,2.3895,2.393964237051778,30,0.1868272463602514,581
6,A,7,24,80,RH03,2.4102,2.435403006668219,61,1.0456811330270868,582
7,A,4,24,80,RH02,2.3848,2.403895177495934,284,0.8007035179442383,583
8,A,17,24,80,RH01,2.4199,2.4417145885231295,5631,0.9014665284982477,584
9,A,18,24,80,RH01,2.4,2.4176760388611114,5630,0.7365016192129705,585
10,A,20,24,80,RH01,2.4065,2.410862610737697,5629,0.18128446863483128,586
11,A,17,24,80,RH01,2.493,2.5020407129284936,1440,0.36264392011606794,587
12,A,18,24,80,RH01,2.4084,2.4244595090797842,1440,0.6668123683683754,588
13,A,20,24,80,RH01,2.4395,2.443241257630624,1440,0.1533616573324164,589
14,A,20,24,80,RH02,2.4218,2.4395735787945747,480,0.7338995290517164,590
15,A,18,24,80,RH03,2.3842,2.3948788885571344,960,0.4479023805525595,591
16,A,17,24,80,RH01,2.3832,2.392912821154343,2880,0.40755375773512076,592
17,A,20,24,80,RH02,2.4071,2.4247509752183873,1440,0.7332879904610474,593
18,B,20,24,80,RH02,2.4422,2.4544247450081325,1440,0.5005628125514839,594
19,A,3,24,56,RH03,2.4438,2.4650072705203847,1440,0.8677989410092743,595
20,B,3,24,56,RH03,2.4488,2.460764053589602,1440,0.4885680165632996,596
21,A,2,24,33,RH04,2.4388,2.4558211260438,1440,0.6979303773905151,597
22,B,2,24,33,RH04,2.4288,2.442302442869653,1440,0.5559306188098374,598
23,A,1,24,11,RH04,2.3825,2.3859466657127864,1440,0.14466592708440912,599
24,B,1,24,11,RH04,2.5488,2.5653502444370115,1440,0.6493347629084836,600
1,A,4,24,80,RH03,2.4073,2.416042906618114,5,0.36318309384428815,601
2,A,18,24,80,RH03,2.3836,2.403495975172114,10,0.8347027677510668,602
3,A,17,24,80,RH03,2.4041,2.4115213820006987,15,0.3086968928371723,603
4,A,20,24,80,RH03,2.3681,2.3704079884122446,20,0.09746161109093215,604
5,A,19,24,80,RH03,2.3895,2.390766703769594,30,0.05301124794282891,605
6,A,7,24,80,RH03,2.4102,2.4271148555542,61,0.7018029854036919,606
7,A,4,24,80,RH02,2.3848,2.3880402562405005,284,0.1358711942511151,607
8,A,17,24,80,RH01,2.4199,2.4452227593229523,5631,1.0464382545953095,608
9,A,18,24,80,RH01,2.4,2.397490108263237,5630,-0.10457882236511662,609
10,A,20,24,80,RH01,2.4065,2.4312613667508702,5629,1.0289369104870114,610
11,A,17,24,80,RH01,2.493,2.5075417996372082,1440,0.5833052401607856,611
12,A,18,24,80,RH01,2.4084,2.4202249084241143,1440,0.4909860664388823,612
13,A,20,24,80,RH01,2.4395,2.4481974096631887,1440,0.3565242739573151,613
14,A,20,24,80,RH02,2.4218,2.4372932435252137,480,0.6397408343056212,614
15,A,18,24,80,RH03,2.3842,2.396328654027436,960,0.5087095892725455,615
16,A,17,24,80,RH01,2.3832,2.4034808071356655,2880,0.8509905646049565,616
17,A,20,24,80,RH02,2.4071,2.420441792119283,1440,0.5542682945986119,617
18,B,20,24,80,RH02,2.4422,2.4529695326896785,1440,0.4409766886282187,618
19,A,3,24,56,RH03,2.4438,2.4560902688542514,1440,0.5029163128836798,619
20,B,3,24,56,RH03,2.4488,2.4504776688635133,1440,0.06850983598142424,620
21,A,2,24,33,RH04,2.4388,2.441617896177706,1440,0.1155443733682861,621
22,B,2,24,33,RH04,2.4288,2.4462852335915,1440,0.7199124502429256,622
23,A,1,24,11,RH04,2.3825,2.393573979103419,1440,0.46480499909419626,623
24,B,1,24,11,RH04,2.5488,2.5648054775690716,1440,0.62796129822158,624
1,A,4,24,80,RH03,2.4073,2.415919869564774,5,0.3580720959071916,625
2,A,18,24,80,RH03,2.3836,2.3904292185695932,10,0.2865085823793062,626
3,A,17,24,80,RH03,2.4041,2.418013814733341,15,0.5787535765293045,627
4,A,20,24,80,RH03,2.3681,2.3734634662759895,20,0.22648816671549044,628
5,A,19,24,80,RH03,2.3895,2.4048519598793394,30,0.6424758267143416,629
6,A,7,24,80,RH03,2.4102,2.4104223389911983,61,0.009224918728647946,630
7,A,4,24,80,RH02,2.3848,2.4045639510916827,284,0.8287466911976931,631
8,A,17,24,80,RH01,2.4199,2.435914395943074,5631,0.6617792447239129,632
9,A,18,24,80,RH01,2.4,2.4143234140870597,5630,0.5968089202941627,633
10,A,20,24,80,RH01,2.4065,2.4261083375585946,5629,0.8148072951836542,634
11,A,17,24,80,RH01,2.493,2.5184196833701358,1440,1.019642333338773,635
12,A,18,24,80,RH01,2.4084,2.428252706593769,1440,0.8243110195054391,636
13,A,20,24,80,RH01,2.4395,2.4387129619379992,1440,-0.032262269399493504,637
14,A,20,24,80,RH02,2.4218,2.4250967215058785,480,0.13612690997928956,638
15,A,18,24,80,RH03,2.3842,2.392128762641174,960,0.33255442669129637,639
16,A,17,24,80,RH01,2.3832,2.395779180572587,2880,0.5278273150632502,640
17,A,20,24,80,RH02,2.4071,2.4233550910845136,1440,0.6752977061407369,641
18,B,20,24,80,RH02,2.4422,2.452722982295651,1440,0.43088126671243043,642
19,A,3,24,56,RH03,2.4438,2.450969745569745,1440,0.29338512029400327,643
20,B,3,24,56,RH03,2.4488,2.448204895326181,1440,-0.02430188965285629,644
21,A,2,24,33,RH04,2.4388,2.4447270162781543,1440,0.24303002616672875,645
22,B,2,24,33,RH04,2.4288,2.4277532139892637,1440,-0.04309889701646652,646
23,A,1,24,11,RH04,2.3825,2.4024199047412544,1440,0.8360925389823519,647
24,B,1,24,11,RH04,2.5488,2.5773423504448627,1440,1.1198348416848285,648
1,A,4,24,80,RH03,2.4073,2.423380652548372,5,0.6679953702642668,649
2,A,18,24,80,RH03,2.3836,2.3973164461533174,10,0.5754508371084622,650
3,A,17,24,80,RH03,2.4041,2.4104105861819995,15,0.262492665945636,651
4,A,20,24,80,RH03,2.3681,2.385389331476285,20,0.7300929638226974,652
5,A,19,24,80,RH03,2.3895,2.3977989402426143,30,0.34730865212866785,653
6,A,7,24,80,RH03,2.4102,2.423615244165775,61,0.5566029443936085,654
7,A,4,24,80,RH02,2.3848,2.41551682882059,284,1.2880253614806385,655
8,A,17,24,80,RH01,2.4199,2.431786113945969,5631,0.4911820300826051,656
9,A,18,24,80,RH01,2.4,2.420754767949257,5630,0.8647819978857028,657
10,A,20,24,80,RH01,2.4065,2.4139372177988037,5629,0.30904707246223384,658
11,A,17,24,80,RH01,2.493,2.505701921079573,1440,0.5095034528509115,659
12,A,18,24,80,RH01,2.4084,2.4337180687525937,1440,1.051240190690653,660
13,A,20,24,80,RH01,2.4395,2.4475969415875802,1440,0.33190988266366983,661
14,A,20,24,80,RH02,2.4218,2.447561523753271,480,1.0637345673990786,662
15,A,18,24,80,RH03,2.3842,2.401660106493539,960,0.7323255806366427,663
16,A,17,24,80,RH01,2.3832,2.391571227539066,2880,0.3512599672317197,664
17,A,20,24,80,RH02,2.4071,2.4241837260060417,1440,0.7097223217166563,665
18,B,20,24,80,RH02,2.4422,2.464205537822937,1440,0.901053878590505,666
19,A,3,24,56,RH03,2.4438,2.4449958144885953,1440,0.0489325840328631,667
20,B,3,24,56,RH03,2.4488,2.456154162063464,1440,0.3003169741695749,668
21,A,2,24,33,RH04,2.4388,2.4509371752593325,1440,0.49766997126998613,669
22,B,2,24,33,RH04,2.4288,2.445739537354262,1440,0.6974447197901118,670
23,A,1,24,11,RH04,2.3825,2.3853446261961193,1440,0.11939669238696965,671
24,B,1,24,11,RH04,2.5488,2.5686606394080265,1440,0.7792152937863397,672
1,A,4,24,80,RH03,2.4073,2.4238607106359136,5,0.6879371343793119,673
2,A,18,24,80,RH03,2.3836,2.4037231668122963,10,0.8442342176663866,674
3,A,17,24,80,RH03,2.4041,2.422615816755253,15,0.7701766463646712,675
4,A,20,24,80,RH03,2.3681,2.383676273036863,20,0.657754023768531,676
5,A,19,24,80,RH03,2.3895,2.401422417097409,30,0.4989502865624059,677
